judul-jurnal,nama-jurnal,abstrak-jurnal,kategori
PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF MATERI GERAK LURUS BERUBAH BERATURAN (GLBB) KELAS X BERBASIS KETERAMPILAN GENERIK SAINS MENGGUNAKAN ANIMASI FLASH SMA DI KABUPATEN LAMPUNG BARAT,Jp Pendidikan dd 2014,": Penelitian  ini 
bertujuan  untuk  (1) 
menganalisis  dan  menemukan 
potensi  dan  kondisi 
media pembelajaran 
interaktif  materi  GLBB   
kelas  X  yang 
telah  digunakan  siswa 
SMA  di   Kabupaten Lampung Barat, (2) menghasilkan
produk media pembelajaran interaktif yang sesuai dengan materi GLBB  Kelas 
X  berbasis  keterampilan 
generik  sains  berbasis 
animasi  flash  menggunakan Macromedia Flash, (3)  menganalisis efektivitas media pembelajaran
interaktif materi GLBB Kelas X berbasis keterampilan generik sains berbasis
animasi flash menggunakan Macromedia Flash, (4) menganalisis  efisiensi media pembelajaran interaktif materi
GLBB Kelas X berbasis keterampilan generik sains berbasis animasi flash
menggunakan  Macromedia Flash,  dan (5) 
menganalisis  daya tarik  media 
pembelajaran  interaktif  materi 
GLBB  Kelas  X 
berbasis  keterampilan  generik 
sains berbasis animasi flash menggunakan Macromedia Flash. Penelitian
menggunakan pendekatan penelitian dan pengembangan. Penelitian dilakukan
di  SMA Negeri 1 Liwa, SMA Negeri 2 Liwa,
SMA Negeri  1  Sumberjaya, dan SMA Negeri  1Way Tenong. Pengumpulan data menggunakan tes
dan angket. Data penelitian dianalisis 
secara kuantitatif dan kualitatif.",multimedia
PENGEMBANGAN MULTIMEDIA INTERAKTIF PADA MATA PELAJARAN IPA KELAS VII DI SMP NEGERI 2 SINGARAJA,Jp Pendidikan dd 2015," Penelitian ini
dilatarbelakangi oleh masih rendahnya hasil belajar IPA siswa, rendahnya hasil
belajar ditunjukkan oleh rerata hasil belajar IPA sebesar 65,34 yang masih
berada dibawah nilai Kriteria Ketuntasan Minimal (KKM) yang ditetapkan sebesar
75. Salah satu faktor yang diduga menjadi penyebab rendahnya hasil belajar tersebut
adalah keterbatasan media pembelajaran yang menarik. Berdasarkankan hal
tersebut, maka dilakukan penelitian pengembangan multimedia interaktif dengan
harapan hasil belajar IPA dapat lebih meningkat. Penelitian ini bertujuan (1)
mendeskripsikan rancang bangun multimedia interaktif; (2) mengetahui kualitas
hasil pengembangan multimedia interaktif; dan (3) mengetahui efektivitas
multimedia interaktif dalam pembelajaran IPA. Penelitian pengembangan ini
menggunakan model Plomp. Pengumpulan data dalam penelitian ini menggunakan
metode pencatatan dokumen,kuisioner dan tes. Analisis data menggunakan teknik
analisis deskriptif kualitatif, analisis deskriptif kuantitatif dan analisis
statistik inferensial/uji t. Hasil penelitian (1) rancang bangun multimedia interaktif
dimulai pada fase investigasi awal dengan melakukan analisis permasalahan dan
fasilitas penunjang yang ada, selanjutnya pada fase desain dibuat rancangan
berupa flowchart dan storyboard produk yang digunakan sebagai pedoman dalam
mengembangkan multimedia interaktif. (2) kualitas hasil pengembangan multimedia
interaktif menurut evaluasi ahli isi mata pelajaran sebesar 96% dengan
kualifikasi sangat baik, evaluasi ahli media pembelajaran sebesar 93,3% dengan
kualifikasi sangat baik, evaluasi ahli desain pembelajaran sebesar 88% dengan
kualifikasi baik, hasil uji perorangan sebesar 93,3 % dengan kualifikasi sangat
baik, hasil uji kelompok kecil sebesar 94,45% dengan kualifikasi sangat baik
dan hasil uji lapangan sebesar 91,61% dengan kualifikasi sangat baik. (3)
Efektivitas multimedia interaktif diperoleh hasil t hitung lebih besar daripada
harga t tabel sehingga H0 ditolak dan H1 diterima. Hasil belajar IPA siswa
setelah menggunakan multimedia interaktif (82,86) lebih tinggi dibandingkan
sebelum menggunakan multimedia interaktif (69,99). Dengan demikian, dapat
disimpulkan bahwa penggunaan multimedia interaktif berpengaruh positif dan
signifikan terhadap hasil belajar IPA kelas VII di SMP Negeri 2 Singaraja",multimedia
Pengembangan Perangkat Pembelajaran Berbantuan Multimedia interaktif pada Bahasan Kontinuitas dan Asas Bernoulli di SMA Mengacu Kurikulum 2013,Jp Fisika dd 2014," Penelitian dilakukan
dengan tujuan pengembangan  perangkat
pembelajaran yang dipadukan dengan penggunaan multimedia interaktif yang
disesuaikan dengan standar kurikulum 2013. Tahapan pengembangan menggunakan
model ADDIE yang dilakukan melalui analysis, design, develop, implementation,
evaluation. Pada tahap analysisdilakukan studi pustaka mengenai proses
pembelajaran pada kurikulum 2013 menyangkut standar kompetensi lulusan, standar
isi, standar proses, dan standar penilaian. Pada tahap designdilakukan
penyusunan draft berupa perangkat pembelajaran yang meliputi RPP, buku ajar,
LKS dengan lab virtual PhETsimulation, multimedia interaktif dengan
microsoftofficepowerpoint 2010, serta lembar penilaian otentik pada aspek
sikap, pengetahuan, dan keterampilan yang disesuaikan dengan. Pada tahap  develop, draft yang telah disusun tersebut
ditelaah dan divalidasi oleh pakar. Kelayakan perangkat pembelajaran
berdasarkan hasil validasi diperoleh ketercapaian indikator pengembangan RPP
sebesar 93,75 %, buku ajar sebesar 82,50 %, multimedia 91,25 %, LKS sebesar
93,38 %, serta instrumen penilaian sikap 100 %, pengetahuan 92,86 %, dan
keterampilan 95,83 %. Hasil telaah tersebut berada pada rentang ketercapaian
antara 81 hingga 100 persen, sehingga dapat dikategorikan sangat baik.Pada
tahap implementation, perangkat hasil pengembangan diuji cobakan  pada 
14 orang peserta  didik kelas XI
IPA di SMA Muhammadiyah 9 Surabaya.Dilakukan evaluation meliputi keterlaksanaan
proses pembelajaran, rekapitulasi angket respons peserta didik terhadap
penerapan perangkat pembelajaran, serta hasil penilaian sikap, pengetahuan, dan
keterampilan. Keterlaksanaan kegiatan pembelajaran dengan perangkat
pembelajaran dengan multimedia interaktif memiliki keunggulan pada aspek
apersepsi dan motivasi dengan persentase 100%, penerapan pendekatan saintifik
sebesar 85%. Berdasarkan hasil angket diketahui bahwa peserta didik menunjukkan
respons yang sangat baik yaitu 92,86 % peserta didik atau 13 orang dari 14
peserta didik  menganggap pembelajaran
dengan multimedia interaktif dapat menyenangkan, menarik, dan  lebih memotivasi mereka  untuk belajar. Sebanyak 78,57% atau 11 orang
dari 14 peserta didik mengharapkan penggunaan multimedia interaktif secara
berkelanjutan dalam pembelajaran fisika. Penggunaan fenomena yang menarik dalam
multimedia mampu menggugah rasa ingin tahu seluruh peserta didik sebagai objek
uji coba yang ditunjukkan respons setuju sebanyak 100%.Hasil belajar menyatakan
sebanyak 85,71 % atau 12 dari 14 peserta didik tuntas pada aspek sikap,
pengetahuan, keterampilan.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF BERBASIS KOMPUTER PADA MATA DIKLAT MENGUASAI ELEKTRONIKA DASAR TERAPAN DI SMK NEGERI 2 SURABAYA,Jp Teknik Listrik dan Mekatronika dd 2012,": Penelitian ini
merupakan penelitian pengembangan multimedia pembelajaran pada mata diklat
menguasai elektronika dasar terapanuntuk kompetensi dasar amplifier daya
rendah/menengah. Penelitian ini bertujuan untuk menghasilkanmultimedia
pembelajaran interaktif yang sesuai dengan kondisi di SMK Negeri 2 Surabaya. Penelitian
ini menggunakan metode penelitian Research and Development (R&D), yang
terdiri tujuh tahapyaitu: (1) analisa masalah, (2) pengumpulan data, (3) desain
produk, (4) validasi desain, (5) revisi desain, (6) ujicoba produk, (7) analisa
dan pelaporan. Pada penelitian ini dihasilkan multimedia pembelajaran interaktif
kompetensi dasar amplifier daya rendah/menengah yang disajikan dalam bentuk
Compact Disc (CD) dengan isi materi: pengertian amplifier, jenis-jenis
amplifier audio, fungsi tiap bagian amplifier audio, kelas-kelas amplifier,
karakteristik biasing, gain, respon frekuensi, pre-amplifier, opamp, dan
distorsi. Hasil penelitian menujukkan bahwa multimedia pembelajaran interaktif
kompetensi dasar amplifier daya rendah/ menengah dinyatakan sangat baik untuk
digunakan dengan rating 89,71% sedangkan soal yang digunakan dalam multimedia
pembelajaran interaktif kompetensi dasar amplifier daya rendah/menengah
dinyatakan baik dengan hasil rating 84% sehingga multimedia pembelajaran
interaktif kompetensi dasar amplifier daya rendah/menengah telah memenuhi
syarat dan dapat digunakan sebagai multimedia pembelajarandi SMK Negeri
2Surabaya. Respon siswa terhadap multimedia pembelajaran interaktif kompetensi
dasar amplifier daya rendah/menengah adalah menarik dengan rating 72,69%.
Tingkat ketuntasan belajar yang diperoleh dari pembelajaran yang menggunakan
multimedia pembelajaran interaktif kompetensi dasar amplifier daya
rendah/menengah yang dicapai lebih baik dari tingkat ketuntasan belajar dengan
pembelajaran konvensional yaitu sebesar 81,81%.",multimedia
PENGEMBANGAN MULTIMEDIA INTERAKTIF MODEL 4D PADA PEMBELAJARAN IPA DI SMP NEGERI 3 SINGARAJA,Jp Pendidikan dd 2015," Permasalahan yang
ditemukan di SMP Negeri 3 Singaraja adalah minimnya media pembelajaran yang
memfasilitasi guru dalam proses pembelajaran IPA pada kelas VII semester II,
sehingga dilaksanakanlah penelitian yang bertujuan menghasilkan produk
multimedia interaktif. Secara operasional tujuan tersebut dirinci kedalam tiga
tahapan kerja yang berkaitan, yaitu mendeskripsikan rancang bangun pembelajaran
multimedia interaktif; mendeskripsikan kualitas hasil pengembangan multimedia
interaktif pada pembelajaran IPA; dan mendeskripsikan efektifitas penggunaan
multimedia interaktif terhadap hasil belajar siswa pada pembelajaran IPA. Jenis
penelitian yang digunakan adalah penelitian pengembangan, dengan menggunakan
model pengembangan 4D. Subjek uji coba terdiri dari uji ahli isi, ahli desain,
ahli media, uji perorangan, uji kelompok kecil dan uji lapangan diperoleh
dengan menggunakan angket. Data yang diperoleh tersebut dianalisis secara
deskriptif kualitatif, analisis deskriptif kuantitatif dan analisis statistik
inferensial uji-t. Hasil penelitian menunjukkan rancang bangun multimedia
interaktif dengan model 4D meliputi empat tahap sebagai berikut: (a)
pendefinisian, (b) perancangan, (c) pengimplementasian, dan (d) penyebaran. Uji
ahli isi mata pelajaran IPA berada pada kualifikasi sangat baik yaitu 94,28%;
uji ahli desain pembelajaran berada pada kualifikasi sangat baik yaitu 90,77%;
uji ahli media pembelajaran berada pada kualifikasi sangat baik yaitu 90%; uji
coba perorangan berada pada kualifikasi sangat baik yaitu 93,07%; uji coba
kelompok kecil berada pada kualifikasi sangat baik yaitu 92,64% dan uji coba
lapangan berada pada kualifikasi sangat baik yaitu 97,65%. Penghitungan hasil
belajar secara manual diperoleh hasil t hitung sebesar 27,746. Harga t tabel
taraf signifikansi 5% adalah 2,021. Jadi harga t hitung lebih besar dari pada
harga t tabel sehingga H0 ditolak dan H1 diterima. Berarti nilai rerata atau
mean posttest yang lebih besar dari nilai rerata atau mean pretest, dapat
dikatakan bahwa multimedia interaktif pada mata pelajaran IPA secara efektif
dapat meningkatkan hasil belajar IPA.",multimedia
"PENGEMBANGAN MULTIMEDIA INTERAKTIF IPA UNTUK KELAS V DI SD NEGERI CATURTUNGGAL 6 DEPOK, SLEMAN, YOGYAKARTA",Jp Pendidikan dd 2015," Penelitian ini
bertujuan untuk menghasilkan produk berupa multimedia interaktif dalam
pelajaran IPA yang layak digunakan sebagai salah satu sumber belajar oleh siswa
kelas V di SD Negeri Caturtunggal 6, Depok, Sleman. Jenis penelitian ini adalah
penelitian dan pengembangan (Research and Development) yang diadaptasi dan
dimodifikasi dari Borg and Gall. Subjek dalam penelitian ini adalah siswa kelas
V SD Negeri Caturtunggal 6, Depok, Sleman yang berjumlah 25 orang. Instrumen
yang digunakan dalam penelitian ini berupa pedoman wawancara, angket, dan
observasi. Validasi instrumen dilakukan melalui expert judgment. Analisis data
dilakukan secara kuantitatif dan kualitatif.Penelitian ini menghasilkan
multimedia interaktif pada mata pelajaran IPA materi penyesuaian makhluk hidup
terhadap lingkungan yang dapat memotivasi siswa dalam belajar. Sedangkan
kelayakan multimedia interaktif ini dibuktikan dengan hasil penilaian yang
dilakukan oleh ahli media dengan skor 4,69 (kategori sangat baik) dan ahli
materi dengan skor 4,23 ( kategori sangat baik). Produk multimedia interaktif
yang diujicobakan kepada siswa kelas V SD Negeri Caturtunggal 6, Depok, Sleman.
Hasil yang diperoleh pada uji coba lapangan awal sebesar 4,46 (kategori sangat
baik), uji coba lapangan sebesar 4,21 (kategori sangat baik), dan uji
pelaksanaan lapangan 4,23 (kategori sangat baik). Berdasarkan hasil uji
pelaksanaan lapangan yang menunjukan bahwa produk termasuk dalam kategori
sangat baik, sehingga secara keseluruhan multimedia interaktif IPA untuk kelas
V SD yang dikembangkan dikatakan layak untuk digunakan sebagai salah satu
sumber belajar. Dengan menggunakan multimedia interaktif IPA hasil belajar yang
diperoleh akan lebih baik dibandingkan dengan menggunakan sumber belajar dari
buku dan penjelasan guru.",multimedia
PENGGUNAAN MODEL OPEN ENDED LEARNING DENGAN MULTIMEDIA UNTUK MENINGKATKAN PEMBELAJARAN MATEMATIKA TENTANG BANGUN RUANG PADA SISWA KELAS V SD NEGERI 1 KRANDEGAN TAHUN AJARAN 2014/2015,Jp PAUD SD dd 2015," Tujuan penelitian
ini adalah: (1) mendeskripsikan langkah-langkah penggunaan model Open Ended
Learning dengan multimedia, (2) meningkatkan pembelajaran Matematika tentang
bangun ruang pada siswa kelas V SD Negeri 1 Krandegan tahun ajaran 2014/2015,
dan (3) mendeskripsikan kendala dan solusinya.",multimedia
PENGEMBANGAN BAHAN AJAR MULTIMEDIA INTERAKTIF MATA PELAJARAN TEKNIK KERJA BENGKEL BAGI SISWA SMK JURUSAN ELEKTRONIKA,Jp Pendidikan dd 2015," Tujuan penelitian
ini adalah (1) Mendeskripsikan pemanfaatan bahan ajar yang digunakan saat ini
(2) Menghasilkan produk multimedia interaktif untuk pembelajaran mata pelajaran
teknik kerja bengkel,(3) Menganalisis efektifitas produk multimedia interaktif,
(4) Menganalisis efisiensi produk multimedia interaktif,(5) Menganalisis daya
tarik produk multimedia interaktif. 
Kesimpulan: (1) Bahan ajar yang digunakan saat ini optimal dalam
pembelajaran, (2) Hasil dari pengembangan ini adalah produk bahan ajar
multimedia interaktif, (3) Bahan ajar multimedia interaktif efektif dengan
nilai gain untuk aspek kognitif 0,62 dan aspek psikomotor adalah 0,54 dan aspek
sikap adalah 0,52, (4) multimedia interaktif efisien sebagai media pembelajaran
dibuktikan dengan nilai rasio efisiensi pembelajaran sebesar 1,07, (5)
multimedia interaktif sangat menarik untuk digunakan sebagai sebagai media
pembelajaran dibuktikan dengan rata-rata skor 3,33",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF DENGAN MODEL 4D MATA PELAJARAN IPA KELAS VIII TAHUN PELAJARAN 2014/2015 DI SMP NEGERI 3 SAWAN,Jp Pendidikan dd 2015," Penelitian ini
dilakukan karena adanya permasalahan keterbatasan media yang digunakan dalam
proses pembelajaran. Penelitian ini bertujuan untuk (1) Mendeskripsikan rancang
bangun pengembangan multimedia pembelajaran interaktif, (2) Menguji validitas
hasil pengembangan multimedia pembelajaran interaktif IPA untuk siswa kelas
VIII SMP, dan (3) Mengetahui efektivitas penggunaan pengembangan multimedia
pembelajaran interaktif terhadap hasil belajar IPA siswa kelas VIII SMP. Jenis
penelitian ini adalah penelitian pengembangan. Model yang digunakan adalah
model pengembangan 4D yang terdiri dari empat tahapan, yaitu (1) Tahap
pendefinisian, (2) Tahap perancangan, (3) Tahap pengembangan, dan (4) Tahap penyebarluasan.
Tahap validasi produk ini melibatkan seorang ahli isi, seorang ahli desain
pembelajaran, seorang ahli media, untuk 3 orang siswa uji perorangan, untuk 12
orang siswa uji kelompok kecil, serta 30 orang siswa uji lapangan. Pengumpulan
data dalam penelitian ini dilakukan dengan metode (1) pencatatan dokumen, (2)
kuesioner dan (3) tes tertulis. Instrumen yang digunakan berupa lembar
pencatatan dokumen, kuesioner, dan tes. Data yang diperoleh dianalisis secara
deskriptif kualitatif, deskriptif kuantitatif, dan statistik inferensial
(uji-t). Hasil penelitian ini berupa: (1) Rancang bangun pengembangan
multimedia interaktif yang terdiri dari empat tahapan model 4D meliputi: (a)
tahap pendefinisian, (b) tahap perancangan multimedia interaktif (c) tahap
pengembangan multimedia interaktif, dan (d) tahap penyebarluasan. (2) Kelayakan
kualitas hasil validasi pengembangan multimedia interaktif terdiri dari: ahli
isi mata pelajaran berpredikat sangat baik (90.7%), ahli desain pembelajaran
berpredikat baik (85%), ahli media pembelajaran berpredikat sangat baik
(92.30%), uji perorangan berpredikat sangat baik (91,3%), uji kelompok kecil
berpredikat baik (94.6%), dan uji coba lapangan berpredikat sangat baik (89%).
(3) Efektivitas penggunaan multimedia pembelajaran interaktif diketahui dari
terdapatnya perbedaan yang signifikan dalam penerapan multimedia pembelajaran
interaktif terhadap hasil belajar IPA. Penghitungan hasil belajar diperoleh
hasil t hitung sebesar 11,02 dan harga t tabel dengan taraf signifikansi 5%
adalah 2,021. Nilai rata-rata setelah menggunakan media (58) lebih tinggi
dibandingkan sebelum menggunakan media (55,67). Dapat dikatakan bahwa
multimedia pembelajaran interaktif pada mata pelajaran IPA secara efektif dapat
meningkatkan hasil belajar IPA.",multimedia
Bahan Ajar Multimedia Interaktif Kewirausahaan SMK Menggunakan model Pembelajaran Problem Based Learning,Jp Teknik Listrik dan Mekatronika dd 2014,": Saat  ini 
belum  adanya  alternatif  
bahan  ajar kewirausahaan selain
text book kewirausahaan. Dalam penelitian ini 
penulis  akan  mengembangankan  bahan 
ajar  multimedia interaktif
kewirausahaan pada SMK kelas X sebagai alternatif bahan  ajar 
kewirausahaan.  Bahan  Ajar 
Multimedia  Interaktif ini    ini 
menggunakan  pendekatan  Problem 
Based  Learning berupa  metode 
belajar  yang  menggunakan 
masalah   sebagai langkah  awal 
dalam  mengumpulkan  dan 
mengintegrasikan pengetahuan 
baru  berdasarkan  pengalamannya.  Dimana pendekatan  Problem 
Based  Learning   ini 
akan  dibangun  dalam bentuk 
multimedia  interaktif   menggunakan 
software Macromedia  Flash  MX. 
Sesuai  dengan  istilah 
yang  digunakan yaitu  problem 
based  learning  atau 
pembelajaran  berbasis masalah,
maka bahan ajar multimedia interaktif ini merupakan sebuah  bahan 
ajar  multimedia  interaktif  
yang  memposisikan pengguna bahan
ajar untuk memerankan tokoh/karakter calon wirausaha   yang 
akan  mengetahui  dan 
menyelesaikan permasalahan 
di  dalam  kewirausahaan   yang  
disesuaikan dengan  kurikulum  SMK 
kelas  X.  Pengujian  
bahan  ajar multimedia  interaktif   
ini   akan  dilakukan 
menggunakan metode  kuisioner  oleh 
ahli  media  dan 
ahli  materi.upaya  uji kelayakan 
diharapkan  bahan  ajar 
multimedia  interaktif  yang dibangun mampu menarik siswa untuk
alternatif pembelajaran kewirausahaan Dengan adanya validasi yang dilakukanoleh
ahli media dan ahli  materi sebagai upaya
uji kelayakan diharapkan bahan  ajar  multimedia 
interaktif  yang  dibangun 
mampu menarik siswa untuk belajar kewirausahaan",multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS MULTIMEDIA INTERAKTIF PADA MATA PELAJARAN EKONOMI MATERI JURNAL PENYESUAIAN PERUSAHAAN JASA,Jp Akuntansi dd 2014," Tujuan dari
penelitian ini yaitu (1) Mengetahui proses pengembangan media pembelajaran
berbasis multimedia interaktif pada mata pelajaran ekonomi materi ayat jurnal
penyesuaian perusahaan jasa kelas XI IPS (2) Menguji kelayakan media
pembelajaran yang dikembangkan untuk siswa kelas XI IPS (3) Mengetahui respon
siswa terhadap media pembelajaran berbasis mutimedia interaktif yang telah
dikembangkan. Jenis penelitian ini yaitu penelitian pengembangan yang berisi
tentang pengembangan media pembelajaran berbasis multimedia interaktif pada
mata pelajaran ekonomi materi ayat jurnal penyesuaian perusahaan jasa.Model
pengembangan yang digunakan pada penelitian ini terdiri dari tiga tahapan yaitu
tahap pendefinisian (define), tahap perancangan (design), dan tahap
pengembangan (develop).Hasil penelitian menunjukkan bahwa media pembelajaran
berbasis multimedia interaktif yang dikembangkan layak digunakan dalam proses
pembelajaran. Dari ahli materi kelayakan media pembelajaran berbasis multimedia
interaktif memperoleh nilai sebesar 84,85%. Dari ahli media kelayakan media
pembelajaran berbasis multimedia interaktif memperoleh nilai sebesar 86,18%.
Dari pendapat siswa kelayakan media pembelajaran berbasis multimedia interaktif
memperoleh nilai sebesar 90,83% dengan kriteria sangat layak.",multimedia
PENGEMBANGAN MULTIMEDIA INTERAKTIF PEMBELAJARAN TEORI KINETIK GAS BERBANTUAN LECTORA INSPIRE UNTUK SISWA SEKOLAH MENENGAH ATAS (SMA),Jp Fisika dd 2015,": Penelitian ini
bertujuan untuk menghasilkan multimedia interaktik materi Teori Kinetik Gas
untuk siswa kelas XI MIA dimana penelitianya dilaksanakan di SMA Xaverius 3
Palembang. Metode penelitian yang digunakan adalah penelitian pengembangan
dengan model pengembangan Hanafin & Peck yang terdiri dari tiga fase yaitu
fase analisis, fase desain, fase pengembangan dan implementasi. Pada fase pengembangan
dan implementasi digunakan evaluasi formatif Tesmer yang terdiri dari lima
tahap: self evaluation, expert review, one to one evaluation, small group
evaluation dan field test. Multimedia interaktif yang dihasilkan dinyatakan
sangat valid karena para ahli baik ahli materi, ahli desain dan ahli media
menyatakan layak uji dengan skor rata-rata 4,86 dengan kategori sangat valid
dan dilakukan evaluasi satu-satu untuk merevisi kekurangan yang ada pada
prototype I. Multimedia interaktif ini terbuki praktis setelah evaluasi
kelompok kecil dilakukan, dan dari angket respon siswa terhadap penggunaan
multimedia ini diperoleh rata-rata skor 3,89 dengan kategori praktis. Mengenai
dampak potensial penggunaan multimedia interaktif terhadap hasil belajar ini
dapat dilihat dari hasil uji lapangan. Dari hasil uji lapangan diperoleh data
rata-rata hasil belajar siswa pada tahap pretes adalah 42,0 dengan kategori
rendah, sedangkan rata-rata hasil belajar siswa pada tahap postest adalah 80,26
dengan kategori tinggi.  Berdasarkan
hasil review ahli, evaluasi satu-satu, evaluasi kelompok kecil dan uji coba
lapangan dapat disimpulkan bahwa multimedia interaktif pembelajaran teori
kinetik gas berbantuan lectora inspire ini terbukti valid, praktis dan efektif
untuk meningkatkan hasil belajar siswa",multimedia
PENGEMBANGAN MULTIMEDIA INTERAKTIF PADA PEMBELAJARAN PKN DI SMP NEGERI 1 BANJAR,Jp Pendidikan dd 2015," Permasalahan yang
ditemukan di SMP Negeri 1 Banjar adalah minimnya media pembelajaran yang
memfasilitasi guru dalam proses pembelajaran PKN pada kelas VII semester Genap,
sehingga dilaksanakanlah penelitian yang bertujuan menghasilkan produk multimedia
interaktif. Secara operasional tujuan tersebut dirinci kedalam tiga tahapan
kerja yang berkaitan, yaitu: 1) mendeskripsikan rancang bangun Multimedia
Interaktif 2) mengetahui hasil pengembangan multimedia pembelajaran interaktif
untuk siswa kelas VII di SMP Negeri 1 Banjar dan 3) mengetahui efektivitas
penggunaan pengembangan multimedia pembelajaran interaktif terhadap hasil
belajar PKn siswa kelas VII SMP. Jenis penelitian ini adalah penelitian
pengembangan, dengan model ADDIE. Penelitian ini melibatkan siswa kelas VII A,B
dan VII E SMP Negeri 1 Banjar masing-masing sebanyak 30 orang. Pengumpulan data
dalam penelitian ini dilakukan dengan metode :pencatatan dokumen, kuesioner dan
tes. Hasil penelitian menemukan (1) rancang bangun pengembangan multimedia
interaktif berupa flowchart dan storyboard yang digunakan untuk mengembangkan
sebuah produk pengembangan berupa Multimedia Pembelajaran interaktif. (2)
kualitas hasil pengembangan Multimedia Interaktif menurut ahli isi yaitu
sebesar 95,7% berada pada kualifikasi sangat baik. Hasil evaluasi ahli desain
sebesar 90% berada pada kualifikasi sangat baik. Hasil evaluasi ahli media
sebesar 83,1% berada pada kualifikasi baik. Hasil uji perorangan sebesar 89%
berada pada kualifikasi baik. Hasil uji kelompok kecil sebesar 90% berada pada
kualifikas sangat baik. Hasil uji lapangan sebesar 93% berada pada kualifikasi
sangat baik. (3) berdasarkan hasil uji efektivitas penghitungan hasil belajar
secara manual diperoleh hasil t hitung sebesar 14,09 Harga t tabel taraf signifikansi
5% adalah 2,021. Jadi harga t hitung lebih besar daripada harga t tabel
sehingga H0 ditolak dan H1 diterima. Maka terdapat perbedaan yang signifikan
hasil belajar PKn siswa antara sebelum dan sesudah menggunakan multimedia
pembelajaran interaktif. Nilai rata-rata setelah menggunakan media (83,33)
lebih tinggi dibandingkan sebelum menggunakan media (61,50).",multimedia
PENGEMBANGAN MEDIA PEMBELAJARAN MENGGUNAKAN MULTIMEDIA INTERAKTIF PADA KOMPETENSI DASAR MELAKUKAN PERAWATAN PC,Jp Teknik Listrik dan Mekatronika dd 2011,": Proses pembelajaran
yang berlangsung di SMK Negeri 6 Malang sudah memanfaatkan multimedia sebagai
media pembelajaran. Selain itu, SMK Negeri 6Malang juga mempunyai lab
multimedia yang mendukung kegiatan pembelajaran. Darihasil observasi, SMK
Negeri 6 Malang, memiliki peralatan multimedia yang lengkap. Hal ini terbukti
dengan adanya LCD proyektor pada setiap kelas yang mendukung pembelajaran
menggunakan multimedia. Tetapi media yang digunakan untuk menyampaikan materi
masih sangat sederhana yaitu menggunakan media dalam bentukpower point dan
Lembar Kerja Siswa (LKS). Tujuan dari penelitian ini adalahmembuat media
pembelajaran perawatan PC menggunakan multimedia interaktif yang dapat
digunakan dalam proses pembelajaran siswa di kelas. Model pengembanganyang
digunakan pada penelitian ini adalah model Sugiyono yang telah dimodifikasi.Adapun
langkah-langkah penelitian yang digunakan adalah sebagai berikut, (1)mengidentifikasi
kebutuhan, (2) pengumpulan data, (3) desain produk, (4) validasi desain, (5)
revisi desain, (6) validasi produk, (7) revisi produk, (8) uji lapangan, (9) revisi
produk. Produk yang disajikan dalam penelitian ini berupa multimedia interaktif
pembelajaran perawatan PC. Media pembelajaran tersebut menampilkan 6 menu utama
yang terdiri dari (1) kompetensi dasar (2) materi, (3) video, (4) soal, (5)
profil (7) bantuan. Materi yang terdapat dalam media pembelajaran multimedia
interaktif meliputi satu kompetensi dasar yaitu melakukan perawatan PC pada
standar kompetensi melakukan perawatan PC. Materi yang terdapat di dalam
kompetensi dasartersebut terdiri dari perawatan input, perawatan proses,
perawatan media penyimpanan,perawatan peripheral, dan perawatan output. Media
ini juga dilengkapi buku petunjukagar guru dan siswa dapat mengeoperasikannya
dengan baik. Media pembelajaranjobsheet dan modul pegangan guru dikembangkan
untuk mendukung unjuk kerja kegiatan pembelajaran di SMK Negeri 6 Malang.
Jobsheet yang dikembangkan ada 4 macam yang terdiri dari jobsheet praktikum 1
perawatan keyboard dan mouse optic,jobsheet praktikum 2 perawatan prosessor dan
motherboard, jobsheet praktikum 3perawatan hardisk, dan jobsheet praktikum 4
perawatan monitor. Sedangkan modulpegangan guru berisi tentang petunjuk
penggunaan jobsheet dan multimedia interaktif dalam kegiatan pembelajaran yang
dilengkapi dengan kisi-kisi soal, kunci jawaban, danpedoman penilaian.
Jobsheet, modul pegangan guru dan multimedia interaktif mencapai tingkat
kelayakan oleh ahli materi dengan persentase masing-masing media tersebut
adalah 98,86% , 98,75%, dan 95,19%, sedangkan hasil validasi ahli media mencapai
tingkat kelayakan dengan persentase 95,00%, 95,31, dan 94,79%. Hasil uji coba
lapangan jobsheet dan multimedia interaktif mencapai tingkat kelayakan dengan persentase
86,82% dan 87,70%.",multimedia
