,judul-jurnal,abstrak-jurnal,kategori
290,implementasi metode fuzzy cmeans sistem clusteringdata varietas padi,mutasi sinar gamma varietas padi lokal pasang surut kalimantan selatan enghasilkan sedia data datadata kubur data guna butuh metode gali informasiinformasi sembunyi data metode kenal data mining data mining teknik gali tahu data cari pola atur data salah metode data mining klastering mana klastering kelompok objekobjek milik mirip kelas segmen manfaat data varietas padi hasil mutasi sinar gamma proses gali data kelompok data umur panen ana produktif bobot klaster algoritma fuzzy cmeans informasi klaster rangking klaster metode simple additive weighting oleh tahu varietas unggul dasar umur panen ana produktif bobot kuatek dosis krad,data mining
291,analisa terap algoritma data mining identifikasi faktorfaktor sebab celaka kerja kontruksi ptarupadhatu adisesanti,celaka jadi rencana proyek konstruksi mana celaka sebab faktor lihat industri jasa konstruksi salah sektor industri milik risiko celaka kerja banyak celaka kerja lepas faktor human error dampak kerja kerja laksana metode analisis algoritma salah algoritma modern data mining algoritma pohon putus decision tree salah metode klasifikasi representasi struktur pohon node representasi atributcabangnya representasi nilai atribut daun representasi kelas konsep pohon putus kumpul data buat decision tree hasil rulerule solusi masalah hasil teliti faktorfaktor sebab celaka kerja kontrusksi lingkung kerja ramburambu selamat kerja kerja,data mining
292,terap data mining evaluasi kerja akademik mahasiswa universitas klabat metode klasifikasi,kerja akademik mahasiswa hasil proses ajar guru capai tingkat hasil akademik mahasiswa pengaruh mutu didik guru mutu didik tingkat teliti evaluasi proses didik universitas klabat dasar data sejarah akademik mahasiwa jadi input terap data mining metode klasifikasi tuju teliti terap proses data mining evaluasi performa akademik mahasiswa metode klasifikasi universitas klabat metode teliti metode eksperimen deskriptif hasil capai semester mahasiswa awal semester dasar pohon putus bentuk mahasiswa indeks prestasi magna tempat bahasa inggris level adv inter nilai bahasa inggris general subjek matematika semester pass ambil mahasiswa capai semester,data mining
293,ancang data mining analisis asosiasi kuantitatif beli item barang metode apriori,usaha kumpul informasi sistem database guna data transaksi data olah tingkat volume jual beli ambil putus atur strategi pasar usaha dewasa muncul tuntut ambil putus peluangpeluang tingkat jual usaha dasar informasi relevan ambil putus pakai sistem dukung ambil putus cepat informasi produk usaha tingkat jual salah informasi data mining ancang data mining algoritma apriori analisa keranjang pasar data ambil data transaksi jual periode olah hasil frequent itemset hasil dapat proses data mining jadi informasi usaha tingkat produksi jual produkproduknya,data mining
294,kaji data mining customer relationship management lembaga uang mikro,usaha tuntut hadap saing ketat usaha lembaga uang mikro intensif saing hadap sebab bisnis lembaga uang mikro cari strategi untung beda strategi terap terap customer relationship management crm data mining data mining lembaga uang mikro data tentu nasabah potensial segmentasi nasabah bantu ambil putus strategi marketing terap usaha makalah diskusi teknik data mining segmentasi nasabah teknik data mining usul metode fuzzy clustering algoritma fuzzy cmeans fuzzy rfm,data mining
295,data mining klasifikasi algoritma,data mining tahap proses knowledge discovery database kdd data mining klasifikasi prediksi informasi manfaat kumpul data klasifikasi data mining algoritma algoritma dapat pohon putus mudah paham mudah erti,data mining
296,solusi prediksi mahasiswa drop program studi sistem informasi fakultas ilmu komputer universitas bina darma,data mining salah tahu gerak bidang gali kaji data mana data mining solusi pecah masalah hadap program studi sistem informasi fakultas ilmu komputer jamin mahasiswa program studi sistem informasi fakultas ilmu komputer universitas bina darma lulus tahap konsep knowledge discovery database kdd selection pre processing transformation data mining interprestation evaluation teliti metode clasificassion algoritma decision tree algoritma hasil nilai pakai tentu node kunci nilai layak mahasiswa drop nilai entropi gain attribute attribute nilai entropi gain teliti indeks prestasi kumulatif ipk sks tempuh semester status kuliah mahasiswa angkat teliti attribute sks tetap node nilai gain besar ikut attribute semester node nilai gain,data mining
297,clustering tentu potensi jahat daerah kota banjarbaru metode kmeans,ruang lingkup polisi datadata milik basis data manfaat buat lapor jahat praduga jahat sebagainyadengan data mining dasar data simpan datadata proses temu tahu guna kepolisiansalah teknik kenal data mining teknik clusteringtujuan kerja kelompok clustering data beda kelompok paham kelompok penggunaanmetodekmeans metode teknik clustering sederhana umumkmeans salah metode kelompok data nonhirarki sekat usaha partisi data bentuk kelompok metode partisi data kelompok data karakteristik masuk kelompok data karakteristik beda kelompok kelompok tuju kelompok minimal fungsi objektif set proses kelompok usaha minimal variasi kelompok maksimal variasi kelompokdata tambang clustering tentu potensi jahat daerah kota banjarbaru data jahat milik polisi polres kota banjarbarusehingga teliti tuju kaji tahap teknik clustering bangun clustering tentu potensi jahat daerah kota banjarbaru,data mining
298,analisis asosiasi transaksi obat data mining algoritma priori,saing dunia bisnis industri apotek tuntut kembang bisnis temu strategi tingkat jual obat salah potong harga kombinasi obatobat beli sama teknik analisis keranjang pasar analis bias belanja konsumen data mining metode olah informasi sembunyi database informasi implementasi data mining metode salah satu algoritma priori algoritma priori algoritma ambil data atur asosiatif association rule tentu hubung asosiatif kombinasi item kusrini teliti analisis asosiasi data transaksi obat algoritma priori analisis banding hasil analisis asosiasi algoritma priori analisis metode hasil analisis uji data mining lift analisis asosiasi itemset algoritma priori data transaksi jual hasil kaidahaturan atur hasil nilai lift detik analisis asosiasi itemset algoritma priori data transaksi jual hasil kaidahaturan nilai lift detik simpul algoritma priori analis biasa belanja konsumen hasil kaidahaturan isi kombinasi obat,data mining
299,kaji terap metode klasifikasi data mining algoritma prediksi layak kredit bank mayapada jakarta,industri perban alami kembang pesat sisi volume usaha mobilisasi dana masyarakat beri kredit data mining pinjam milik potensial jajah pola sembunyi dataset domain pinjam pinjam kredit algoritma klasifikasi sederhana mudah diimplemntasikan algoritma milik lemah tangan data dimensi teliti tuju terap algoritma seleksi atribut kurang dimensi data identifikasi fitur kumpul data metode algoritma teliti model bentuk algoritma milik akurasi proses seleksi atribut algoritma,data mining
300,terap fungsi data mining klasifikasi prediksi studi mahasiswa sistem informasi akademik guru,kelulus masalah program studi mahasiswa samasama prediksi studi mahasiswa teknik data mining klasifikasi pecah algoritma hasil teliti persentasi data uji olah data program studi prediksi studi mahasiswa,data mining
301,akurasi gali informasi data rekam medis icd,banyak variabel data rekam medis sebab proses input data tenaga administrasi alami lambat akurasi data data cari informasi kandung dalam data rusak akibat lengkap proses input data data langsung dianalisa lewat proses bersih sebab informasi dianalisa tanggung jawabkansebagai langkah olah gali informasi dalam tumpu data rekam medis bersih data noise jaga akurat informasi hasil selaras struktur atribut variabel data rekam medis satu tiap variabel kode sendirisendiri bersamasama mudah bersih data bersih variabel proses variabel hilang dahuludari kumpul data rekam medis gali informasi cacat data total data data alami rusa rusa proses inputan lengkap singkatansingkatan sebab informasi tanggung jawab,data mining
302,terap algoritma naive bayes klasifikasi data nasabah asuransi,data mining teknik manfaat data oleh informasi harga manfaat ambil putus teliti tulis usaha tambang data data mining nasabah usaha asuransi lancar lancar lancar nasabah data analis algoritma naive bayes naive bayes salah meode probabilistic reasoning algoritma naive bayes tuju klasifikasi data kelas pola nasabah gabung usaha ambil putus terima tolak calon nasabah,data mining
303,terap data mining analis jual barang metode apriori supermarket sejahtera lhokseumawe,supermarket sejahtera lhokseumawe sistem informasi jual terap nilai efektif efisien data transaksi simpan bertahuntahun manfaat data supermarket usaha olah datadata jadi informasi guna salah satu teknik data mining sistem algoritma apriori analisa asosiasi data ambil data transaksi jual periode olah hasil association rules barang transaksi hasil program atur asosiasi barang supermarket sejahtera,data mining
304,evaluasi performa pecah database metode klasifkasi data preprocessing data mining,data transaksi dianalisa teknik data mining classifcation clustering prediction informasi nila milik data analisa data transaksi mudah ukur data milik data preprocessing data preprocessing proses data bersih data noise rubah format data salah teknik data preprocessing atas ukur database bagi database cepat proses scanning data algoritma data mining terap database partisi dasar kasifkasi jenis item transaksi konsumen partisi otomatis bagi item dalam teliti banding hasil kerja jenismodel partisi database hasil banding kerja ukur komputasi memori terpakaidalam proses partisi database dasar hasil uji partisi database teknik klasifkasi item butuh milidetik partisi otomatis milidetik data transaksi guna memori komputer mb partisi otomatis mb partisi klasifkasi item,data mining
305,model data mining prediksi sakit hipertensi hamil teknik decision tree,prevalensi hipertensi wanita hamil hamil hipertensi temu diagnosis hipertensi tenaga sehat rsia yk madira palembang pusat sehat kembang metode prediksi risiko hamil hipertensi data hasil periksa hamil manfaat sumber data data awat antenatal terap teknik data mining algoritma decision tree dasar knowledge discovery database kdd temu tahu informasi pola sembunyi data layan antenatal prediksi hipertensi hamil metode algoritma decision tree rules prediksi sakit hipertensi hamil evaluasi supplied test set weka hasil salah error tingkat akurasi data training instances instances akurat instances error prediksi salah,data mining
306,data mining prediksi prestasi siswa dasar sosial ekonomi motivasi disiplin prestasi,teliti tuju prediksi prestasi ajar siswa dasar status sosial ekonomi orang tua motivasi disiplin siswa prestasi metode data mining algoritma banding data teliti analis chaid chi squared automatic interaction detection regresi ganda dekat teliti kuantitatif subyek teliti siswa tingkat smk negeri surakarta siswa teknik kumpul data dokumentasi angket hasil teliti analisis prediksi decision tree algoritma milik akurasi analisis prediksi chaid milik tingat akurasi analisis regresi ganda hasil tingkat signifikansi dasar hasil simpul metode banding metode chaid regresi ganda,data mining
307,terap data mining classification prediksi perilaku pola beli transaksi metode nave bayes,data mining cabang ilmu atas gali informasi pola data beli milik pengaruh transaksi jual beli transaksi oleh beli hari berbedabeda milik persentase transaksi jual salah tingkat dapat jual prediksi jual dasar ratarata beli teliti tulis usaha tambang data data mining transaksi jual prediksi prilaku pola beli data data analis hitung rapid miner algoritma nave bayes nave bayes salah metode probabilistic reasonig algoritma nave bayes tuju klasifikasi data kelas pola data transaksi jual prediksi prilaku pola beli,data mining
308,identifikasi mirip judul tugas psti psmi politeknik negeri malang,tugas skripsi syarat penuh mahasiswa kelulus jarang karya hasil milik mirip judul isi masalah sendiri tugas skripsi milik judul beda karya hasil agam atas masalah atas seleksi aju tugas skripsi seleksi judul aju seleksi banding judul usul judul aju teliti teknik selesai teknik text mining teknik text mining terap konsep teknik data mining cari pola teks proses analisis teks informasi manfaat tuju proses data mining data dokumen teks tahap data teks milik karakteristik kompleks data,data mining
309,aplikasi data mining market basket analysis tabel data absensi elektronik deteksi curang absensi checklock karyawan usaha,absensi pegawai masalah pelik hrd usaha usaha alat absensi otomatis alat milik lemah deteksi curang pegawai titip kartu absensi karyawan absen teliti atas masalah absensi manfaat metode data mining metode market basket analysis deteksi curang iniperangkat lunak mentranformasikan data absensi pegawai metode maxdiff histogram format compact transaction proses algoritma pincer search frequent itemset data frequent itemset association rule pegawai saji guna hrd perusahaandari hasil uji metode data mining market basket analysis manfaat gali pattern biasa absensi checklock pegawai usaha curang absensi masuk pulang deteksi,data mining
310,analisis kait data transaksi jual buku algoritma apriori algoritma centroid linkage hierarchical method clhm,ambil putus faktor tentu dalam usaha nyata manfaat big data ambil putus efektif salah contoh manfaat big data perilaku belanja konsumen tahu dukung ambil putus salah implementasi big data ambil putus tempat barang rak toko buku dasar masalah teliti tuju cari kait buku buku dalam set data teknik data mining teliti manfaat teknik data mining implementasi algoritma apriori fungsi polapola item kait algoritma clhm centroid linkage hierarchical method klasterisasi data teliti sampel data kategori item data belanja konsumen toko buku hasil teliti tahu jadi rekomendasi ambil putus toko buku,data mining
311,rantai pasok beras bulog bas neural network,lembaga penting jaga tahan pangan indonesia usaha perum badan urus logistik bulog diri milik tugas pasok bahan pangan tahu alam bulog manajemen rantai pasok pangan hasil tani yogia andal bulog uji perspektif hadap masalah kompleks muncul pasok gabah level tani proses giling gabah level industri giling miller proses distribusi beras level konsumen komoditas pangan utama masalah beras masalah ekonomi sifat politis data mining bantu prediksi sistem teliti prediksi akurat teliti teknik pakai neural network backpropagation tahap peneilitian tahap kumpul data historik olah data model metode usul eksperimen model evaluasi validasi hasil hasil analisa tunjuk model tingkat salah error dalam backpropagation mean square erorr mse simpul teknik data mining neural network backpropagation hasil nilai error minimal akurat tentu pasok beras,data mining
312,tentu pinjam koperasi simpan pinjam algoritma knearest neighbor studi koperasi simpan pinjam bmt bina insani pringapus,kembang teknologi informasi simpan data skala limpah data tantang dunia teknologi informasi perban informasi temu pola hasil tahu data mining giat temu tahu data manfaat data pinjam anggota data mining bantu ambil putus pinjam anggota koperasi simpan pinjam algoritma data mining bangun aplikasi data mining knearest neighbor knn knn klasifikasi pinjam anggota dasar jarak dekat atribut coba sampel data nilai hasil akurasi hasil proses mining bantu pegawai koperasi simpan pinjam tentu pinjam anggota,data mining
313,guna data mining tentu pola karakteristik program minat mahasiswa studi stmik time medan,guru tuntut milik unggul saing manfaat sumber daya milik sumber daya sarana prasarana manusia sistem informasi salah sumber daya tingkat unggul saing sistem informasi olah sebar informasi tunjang giat operasional seharihari tunjang giat ambil putus strategis,data mining
314,business data understanding rangka bentuk model tata letak tata ruang pasar tradisional rangka tingkat laba jual metode association rule decision tree,bentuk model pola kumpul data teknik data mining salah usaha kualitas informasi kualitas informasi dampak kualitas putus ambil ambil putus tunjang proses bisnis jalan instansi kualitas putus ambil proses bisnis jalan instansi laku pasar tradisional gerak ekonomi regulasi tata letak pasar tata ruang pasar salah tentu pasar pasar milik tingkat tumbuh ekonomi pola data mining bantu buat regulasi proses data mining butuh paham butuh bisnis data proses data mining teliti kali bahas paham tuju bisnis data proses data mining tentu tata letak strategis tata ruang pasar tradisional rangka naik laba jual studi data pasar tradisional kota bandung,data mining
315,analisis hasil implementasi data mining algoritma apriori apotek,gali data data mining metode cari gali data sembunyi data contoh data mining cari informasi kombinasi item jual prediksi tingkat kelulus tentu terima beasiswa dll data mining guna lembaga usaha analisa data data mining usaha menganalisa cepat akurat banding menganalisa manualapotek salah usaha manfaat metode data mining apotek transaksi jual harisehingga data jual simpan besarsalah manfaat data mining apotek tentu kombinasi item beli konsumen tentu kombinasi item beli konsumen salah metode data mining metode assosiasi algoritma apriori algoritma apriori mudah apotek cari kombinasi item jual hasil analisa apotek strategi pasar promosi produk dll,data mining
316,implementasi data mining analis tingkat puas langgan metode rough set,pt pusako tarinka usaha gerak bidang jasa giat utama pt pusako tarinka layan jasa inap usaha usaha tahan reputasi mata langgan kualitas layan puas langgan jasa usaha usaha milik alat ukur tingkat puas langgan layan rough set salah metode data mining kait analisis kategori klasifikasi data tuju sintesis dekat konsep tabel data oleh rough set temu hubung sembunyi kumpul data reduct atribut rangkai klasifikasi atribut reduct hasil general rule hasil rule tingkat puas langgan gambar confidence percaya dimensi utama tentu tingkat puas langgan dukung integrity integritas pride bangga passion,data mining
317,manfaat plaform pemrograman daring ajar probabilitas statistika pandemi covid,dunia hadap ancam virus kenal sebagainovel corona virus nama ulang sarscov sifat tular batas sosial ambil langkah lambat sebar virus jarak kontak fisik langsung kecuali kondisikondisi rumah ajar ajar makalah bahas penggunaanplatformpemrograman daring dukung proses belajarmengajar mata kuliah probabilitas statistika selenggara program teknik informatika universitas sam ratulangi manado,data mining
318,terap data mining prediksi beli cat,mudah ambil putus proses beli cat departement jual home smart medan ambil putus manager jual ambil putus hubung supplier dana sponsor usaha harga type merek kalah saing usaha beli cat efektif sebab produk cat usaha mati customer terap teknik klasifikasi data mining beli cat efektif departement jual home smart harap hasil tahu ambil putus beli cat efektif algoritma algoritma klasifikasi data tipe pohon putus pohon putus algoritma bangun tahap liput pilih atribut akar cabang tiaptiap nilai bagi cabang tahapantahapan ulang cabang cabang milik kelas selesai pohon putus dapat rule tulis klasifikasi beli cat dasar jual departement jual home smart terap algoritma bantu departement juan home smart tentu beli cat suplier,data mining
319,aplikasi data mining hasil pola kelulus siswa metode naive bayes,tumbuh pesat akumulasi data cipta kondisi kaya data minim informasi data mining temu informasi cari pola atur data harap atas kondisi manfaat data induk siswa data kelulus siswa sumber data harap hasil informasi pola tingkat kelulus siswa teknik data mining kategori tingkat kelulus ukur nilai unas algoritma algoritma nave bayes proses aplikasi proses analisa pola data kelulus siswa learning phase dasar atribut atribut uji proses analisa pola data uji dasar pola testing phase informasi tampil aplikasi informasi hasil proses learning phase informasi data nilai probabilitas posterior muncul masingmasing kategori tingkat kelulus analisa data proses testing tingkat akurat sistem milik nilai error dasar uji data siswa,data mining
320,pengaruh model project based learning bantu multimedia paham konsep siswa materi tekan zat cair smpn palu,teliti tuju pengaruh model project based learning bantu multimedia paham konsep siswa materi tekan zat cair smpn palu metode eksperimen kuasi nonequivalent pretestposttest design populasi teliti siswa kelas viii smpn palu teknik ambil sampel purposive sampling kelas viiia kelas kontrol kelas viiib kelas eksperimen instrumen paham konsep tes essai divalidasi validator ratarata paham konsep ikut modell ajar project based learning bantu multimedia kriteria ratarata ikut model project based learning bantu multimedia kriteria dasar uji ngain ratarata paham konsep siswa kelas eksperimen model project based learning bantu multimedia tingkat banding kelas kontrol model project based learning bantu multimedia hasil hitung statistik uji hipotesis ujit dapat harga thitung ttabel taraf signifikansi dk simpul pengaruh model project based learning bantu multimedia paham konsep fisika siswa materi tekan zat cair smpn palu,multimedia
321,kembang multimedia ajar komunikatif interaktif kompetensi buku digital mata ajar simulasi digital kelas smk negeri asih,teliti tuju model kembang multimedia ajar komunikatif interaktif kompetensi buku digital mata ajar simulasi digital kelas smk negeri asih fungsionalitas multimedia ajar komunikatif interaktif layak multimedia ajar komunikatif interaktif ahli respon nilai guna teliti jenis teliti kembang research development model kembang adopsi kembang multimedia addie analisis analysis desain design kembang implementasi development implementation evaluasi evaluation hasil respon nilai guna siswa multimedia ajar komunikatif interaktif kompetensi buku digital mata ajar simulasi digital uji coba kelompok siswa produk multimedia ajar kategori siswa produk kategori,multimedia
322,kembang multimedia ajar akhlak puji oleh ajar siswa mas ushuluddin singkawang,teliti tuju deskripsi rancang multimedia ajar akhlak puji mata ajar akidah akhlak kelas xi mas ushuluddin singkawang deskripsi terap multimedia ajar akhlak puji mata ajar akidah akhlak kelas xi mas ushuluddin singkawang oleh ajar akhlak puji multimedia kembang mata ajar akidah akhlak kelas xi mas ushuluddin singkawang metode kumpul data wawancara observasi analis data model analisis interaktif subjek teliti siswa kelas xi mas ushuluddin singkawang hasil teliti rancang multimedia susun analisis butuh desain story board cd ajar tarik minat siswa layak jadi media ajar multimedia ajar akhlak puji terap siswa kelas xi mas ushuluddin singkawang oleh ajar siswa materi akhlak puji tingkat multimedia kembang guru kelas xi mas ushulddin singkawang,multimedia
323,kembang multimedia ajar energi alternatif mata ajar ipa kelas iv sd negeri perumnas condongcatur,teliti tuju hasil multimedia ajar interaktif ajar ipa pokok bahas energi alternatif siswa sd kelas iv metode teliti research development proses teliti kembang media adaptasi model teliti kembang versi borg gall multimedia ajar uji coba siswa sd kelas iv sd perumnas condongcatur uji coba tahap uji coba lapang subjek siswa uji coba lapang utama siswa uji laksana lapang siswa data oleh metode observasi amat langsung sekolah analisis data teknik analisis deskriptif kuantitatif hasil kembang multimedia ajar interaktif media ajar ipa kelas iv sd hasil teliti tunjuk multimedia ajar uji ahli materi uji ahli media kualitas multimedia ajar hasil tahap uji materi tahap kategori ratarata nilai tahap ahli media tahap kategori ratarata nilai hasil uji laksana lapang kategori skor simpul multimedia ajar interaktif pokok bahas energi alternatif mata ajar ipa kelas iv sd perumnas condongcatur nyata layak salah sumber ajar,multimedia
324,multimedia interaktif mata kuliah interaksi manusia komputer,teliti kembang tuju hasil produk multimedia interaktif mata kuliah interaksi manusia komputer mahasiswa program studi teknologi didik media ajar layak teliti laksana adaptasi model teliti kembang borg gall tahap tahap studi dahulu liput studi pustaka studi lapang tahap kembang produk liput rencana desain prototype produksi multimedia validasi ahli tahap uji coba produk liput uji coba kelompok kelompok subjek uji coba mahasiswa prodi tp semester data kumpul angket observasi hasil teliti analis analis deskriptif kuantitatif produk multimedia interaktif mata kuliah imk milik karakteristik strategi saji gun metode branching acak linier rurut materi saji tekstual visual video tutorial materi ajar cakup kenal software antarmuka adobe flash cs langkah instalasi workspace gambar objek objek warna object grafis symbol teks animasi spesial efek audio sound video elearning konten flash screen format publikasi perintah action script action script component materi kembang sesuai kondisi paham kognitif ajar sesuai ajar ajar mandiri gagasangagasan saji realistik konteks alam ajar relevan kondisi ajar kendali ajar saji materi konten animasi visualisasi interaktivitas tarik kembang motivasi ajar bahan ajar multimedia perangkat cd interaktif mana interaktifitas ajar hasil teliti tunjuk multimedia interaktif penuh layak aspek materi media guna nilai aspek materi skor kriteria layak nilai aspek media skor kriteria layak nilai hasil uji coba kelompok skor kriteria layak hasil jadi multimedia interaktif layak sumber ajar mata kuliah imk mahasiswa prodi tp fip uny,multimedia
325,kembang multimedia ajar mata ajar ips kelas vii semester genap smp negeri tegallalang,masalah smp tegallalang capa tuju ajar ips padu maksimal siswa oleh hasil ajar kkm tentu teliti produk multimedia ajar ips padu teliti tuju deskripsi rancang bangun kembang multimedia ajar mata ajar ips padu kualitas hasil kembang multimedia ajar review ahli uji coba siswa efektivitas multimedia ajar mata ajar ips padu teliti teliti kembang model assure desain multimedia ajar produksi rancang storyboard dasar rancang produk validasi media ahli bidang studi ahli desain ajar ahli media ajar siswa uji coba orang siswa uji coba kelompok siswa uji coba lapang efektivitas multimedia ajar siswa desain teliti pretest posttest data kumpul metode catat dokumen kuesioner tes analisis data analisis deskriptif kualitatif kuantitatif statistik inferensialinduktif ujit hasil teliti deskripsi rancang bangun kembang multimedia ajar kualitas hasil kembang media review ahli siswa hasil validasi media ahli isi mata ajar ahli desain ajar katagori ahli media ajar kategori uji coba orang uji coba kelompok uji coba lapang tiga kategori efektivitas hasil kembang multimedia ajar signifikansi oleh thitung ttabel beda signifikan hasil ajar siswa multimedia ajar,multimedia
326,kembang multimedia ajar interaktif mata ajar sistem kontrol elektro pneumatik siswa program ahli teknik otomasi industri smk negeri depok,teliti tuju model multimedia ajar interaktif sistem kendali pneumatik mata ajar sistem kontrol elektropneumatik layak multimedia ajar interaktif sistem kendali pneumatik respon nilai siswa multimedia ajar interaktif sistem kendali pneumatik hasil teliti model multimedia ajar interaktif sistem kendali pneumatik mata ajar sistem kontrol elektropneumatik liput unsur materi pokok bahas sistem kendali pneumatik layak multimedia ajar interaktif sistem kendali pneumatik dasar nilai ahli media oleh skor kategori layak nilai ahli materi oleh skor kategori layak respon nilai siswa multimedia ajar interaktif sistem kendali pneumatik siswa uji coba kelompok produk kategori siswa uji coba lapang produk kategori,multimedia
327,kembang multimedia ips bas adobe flash professional kelas iv sd negeri gedongkiwo,teliti tuju hasil multimedia layak media ajar ips sd negeri gedongkiwo yogyakarta teliti jenis teliti kembang development research acu model kembang borg gall langkah teliti studi dahulu rencana teliti kembang desain uji coba satusatu revisi uji coba kelompok revisi ii uji coba lapang revisi subjek uji coba teliti siswa siswa uji coba satusatu siswa uji coba kelompok siswa uji coba lapang hasil teliti uji coba satusatu multimedia skor ratarata kategori hasil uji coba kelompok multimedia skor ratarata kategori hasil uji coba lapang multimedia skor ratarata kategori dasar hasil teliti multimedia layak ajar ips sekolah dasar,multimedia
328,kembang multimedia interaktif ajar desain busana smk,teliti tuju hasil produk multimedia ajar interaktif serta didik jurus busana smk negeri depok tentu layak produk multimedia interaktif serta didik jurus busana butik ajar desain busana uji efektivitas multimedia interaktif mata ajar desain busana teliti teliti kembang rd adaptasi model alessi trollip prosedur kembang liput tahap rencana desain kembang validasi ahli media ahli materi uji produk eliminasi masalah prosedur sesuai tuju alur tunjuk guna multimedia sesuai ajar desain busana layak capai skor kategori materi media capai skor katagori serta didik nilai ratarata multimedia interaktif ajar desain busana kelas xi smk negeri depok efektif motivasi kreativitas milik serta didik hasil belajarsebelum multimedia ratarata nilai hasil ajar multimedia ratarata nilai,multimedia
329,kembang multimedia ajar matematika materi bangun ruang sisi datar siswa smp kelas viii,teliti tuju hasil produk multimedia ajar matematika materi bangun ruang sisi datar siswa smp kelas viii semester ii layak deskripsi tingkat efektif guna multimedia ajar tingkat tuntas ajar siswa capai tuju kognitif ajar matematika materi bangun ruang sisi datar multimedia ajar teliti metode teliti kembang rd tahap teliti tahap rencana tahap desain tahap kembang hasil teliti produk multimedia hasil layak media ajar matematika materi bangun ruang sisi datar dasar validasi ahli materi uji alfa hasil nilai validasi ahli media uji alfa hasil nilai nilai orang siswa uji beta hasil produk multimedia ajar matematika materi bangun ruang sisi datar efektif tingkat hasil ajar siswa kriteria tingkat tuntas ajar siswa produk multimedia ajar matematika bangun ruang sisi datar rerata pretes postes oleh rerata capai kkm siswa pretes nyata tuntas postes nyata tuntas,multimedia
330,kembang media ajar multimedia interaktif kompetensi dasar teks prosedur bentuk manual kitkiat bahasa inggris siswa kelas xi smk bandar lampung,kembang media ajar multimedia interaktif kompetensi dasar teks prosedur bentuk manual kiatkiat bahasa inggris siswa kelas xi smk bandar lampung tuju teliti deskripsi kondisi potensi ajar kompetensi dasar teks prosedur bentuk manual kiatkiat proses hasil produk bahan ajar bentuk compac disc cd multimedia interaktif bahasa inggris integrasi kompetensi dasar teks prosedur bentuk manual kiatkiat analis efektivitas efisiensi tari program teliti metode teliti kembang smk negeri bandar lampung subjek uji coba siswa kelas xi data kumpul observasi angket test data analis deskriptif uji gain,multimedia
331,kembang multimedia ajar interaktif mata ajar bahasa indonesia ajar mandiri siswa kelas viii,teliti tuju deskripsi rancang bangun kembang multimedia interaktif mata ajar bahasa indonesia kualitas hasil kembang multimedia interaktif review ahli uji coba siswa efektivitas multimedia interaktif mata ajar bahasa indonesia teliti teliti kembang model hannafin peck model hannafin peck tahap analisis butuh desain kembang implementasi tiga tahap model kembang jadi acu produksi memvalidasi multimedia interaktif kembang validasi multimedia interaktif ahli isi mata ajar ahli desain ajar ahli media ajar siswa uji coba orang siswa uji coba kelompok siswa uji coba lapang uji efektivitas multimedia interaktif orang siswa uji efektifitas desain teliti pretest posttest data kumpul metode kuesioner tes analisis data analisis deskriptif kualitatif deskritif kuantitatif statistik inferensialinduktif ujit,multimedia
332,kembang multimedia ajar interaktif ipa model siswa kelas viii smp negeri singarajaja,teliti masalah batas media proses ajar teliti tuju deskripsi rancang bangun kembang multimedia ajar interaktif uji validitas hasil kembang multimedia ajar interaktif ipa siswa kelas viii smp efektivitas guna kembang multimedia ajar interaktif hasil ajar ipa siswa kelas viii smp negeri singaraja jenis teliti teliti kembang model kumpul data teliti metode catat dokumen kuesioner tes data oleh analis deskriptif kualitatif deskriptif kuantitatif statistik inferensial hasil teliti rancang bangun kembang multimedia interaktif tahap model liput tahap definisi tahap ancang multimedia interaktif tahap kembang multimedia interaktif tahap penyebarluasan layak kualitas hasil validasi kembang multimedia interaktif ahli isi mata ajar predikat ahli desain ajar predikat ahli media ajar predikat uji orang predikat uji kelompok predikat uji coba lapang predikat efektivitas guna multimedia ajar interaktif dapat beda signifikan terap multimedia ajar interaktif hasil ajar ipa hitung hasil ajar oleh hasil hitung harga tabel taraf signifikansi nilai ratarata media banding media multimedia ajar interaktif mata ajar ipa efektif tingkat hasil ajar ipa,multimedia
333,kembang modul story board materi aplikasi multimedia mata ajar produktif siswa smk kelas xi jurus multimedia smk yapalis krian,ajar produktif multimedia story board aplikasi multimedia tuju siswa komunikasi ide gagas susun program aplikasi multimedia teori praktik mata ajar produktif story board aplikasi multimedia harus siswa erti paham teknikteknik ambil gambar format visualisasi story board media modul story boardaplikasi multimedia media ajar bantu siswa tingkat hasil ajar,multimedia
334,kembang multimedia interaktif ilmu tahu alam orientasi model example non example smpn doyo,teliti tuju deskripsi rancang bangun kembang multimedia interaktif deskripsi validitas hasil kembang multimedia interaktif efektifitas guna multimedia ajar interaktif tingkat hasil ajar siswa mata ajar ipa orientasi model example non example siswa kelas viii smpn doyo teliti kembang gun model ddde tahap desain buat rancang produk rinci arsitektur media ajar multimedia interaktif buat peta kompetensi garis program media flowchart storyboard butuh materi produk media acu alur kembang produk,multimedia
