judul,abstrak,kategori
IMPLEMENTASI SISTEM HOME AUTOMATION BERBASIS RASPBERRY PI DAN ANDROID,"Raspberry Pi dengan berbagai teknologi pemanfaatannya, dibantu dengan berbagai perangkat lunak dan bahasa pemrograman berbasis open source dapat dimanfaatkan untuk pengembangan sistem home automation. Android sebagai platform perangkat mobile yang sudah umum untuk pengembangan berbagai aplikasi dapat digunakan sebagai platform antarmuka pengguna. Dalam penelitian ini, implementasi home automation berbasis Raspberry Pi menggunakan bahasa Python, antarmuka pengguna dengan platform Android menggunakan bahasa Python dan Kivy untuk desain antarmuka pengguna, menggunakan Arduino Yun untuk mengakses sensor dan aktuator. Modul Python lain yang digunakan dalam penelitian ini adalah Flask untuk framework web. Pada penelitian ini sistem home automation memberikan kinerja dari segi akurasi untuk mode otomatis aktuator servo pada pintu adalah 100%, aktuator lampu 70%, aktuator kipas 90%, dan aktuator alarm 100%.",hardware programming
Home Automation Berbasis GSM Untuk Kendali Listrik Jarak Jauh Menggunakan Short Message Service,Home Automation atau Smart Home adalah istilah yang biasa digunakan untuk mendefinisikan sebuah tempat tinggal yang mengintegrasikan teknologi dan layanan melalui jaringan rumah untuk meningkatkan efisiensi daya dan meningkatkan kualitas hidup. Pada jurnal ini dibahas mengenai solusi atas lalainya kebanyakan masyarakat di Indonesia dalam menggunakan listrik yang dapat menimbulkan korsleting arus listrik. Kelalaian yang sering terjadi yaitu membiarkan listrik tetap menyala ketika meninggalkan rumah dalam jangka waktu yang lama. Dengan Home Automation yang penulis rancang ini pengguna dapat mematikan listrik dari jauh apabila listrik masih menyala ketika meninggalkan rumah dengan mengirimkan pesan SMS. Untuk menggunakan fitur tersebut pengguna dapat mendaftarkan nomor handphone dan mengatur pesan perintah yang diinginkan melalui program antarmuka pengguna yang sudah disediakan.,hardware programming
RANCANG BANGUN APLIKASI SIMULASI HOME AUTOMATION PADA PLATFORM ANDROID,"Perkembangan sistem operasi pada perangkat mobile melahirkan inovasi dan kreatifitas yang sejalan dengan kebutuhan penggunanya, yakni dari sekedar alat komunikasi hingga pusat informasi. Salah satu inovasi dalam bidang kehidupan sehari-hari penggunanya adalah home automation yang memungkinkan pengontrolan pada perangkat listrik pada rumah dapat dilakukan secara remote baik pada lokasi yang sama maupun berbeda dan dilengkapi sensor-sensor dan notifikasi untuk mempermudah pemantauan. Aplikasi home automation berkomunikasi melalui alamat IP yang dimiliki oleh mikrokontroller, yang mana aplikasi dapat digunakan untuk melakukan kontrol secara manual atau terjadwal, dan dapat memberikan notifikasi apabila terdapat perubahan kondisi dari perangkat yang dikontrol maupun dari bacaan sensor-sensor yang terhubung pada mikrokontroller. Hasil pengujian dengan simulasi menunjukkan aplikasi home automation yang dibuat dapat berjalan dengan baik mengontrol peralatan listrik dan dapat menampilkan notifikasi mengenai perubahan kondisi pada perangkat listrik yang dikontrol maupun dari bacaan sensor-sensor yang terhubung dengan mikrokontroller. Dan masih memerlukan penyesuaian pada aplikasi dan perangkat jika aplikasi home automation akan diterapkan pada rumah atau bangunan.",hardware programming
Perancangan Prototype Home Automation Menggunakan Arduino Berbasis Feedback System,"Pada saat ini perkembangan teknologi sangat pesat dalam memberikan pelayanan kepada masyarakat untuk dapat menjalankan kehidupan sehari-hari dengan singkat dan mudah. seperti saat ini di zaman yang semakin canggih ini maka penggunaan kunci secara manual di nilai kurang praktis. zaman yang semakin berkembang ini penguncian pintu dapat dilakukan secara otomatis dengan menggunakan kartu RFID, sehingga tidak mudah untuk dibuka oleh pencuri. dengan adanya pintu otomatis ini dapat memudahkan masyrakat dalam mengaplikasikan ke dalam rumah nya. untuk mendapatkan kenyamanan dan keamanan di dalam rumah maka dibuatlah system home automation yaitu system rumah otomatis yang dapat membantu memudahkan pengguna dalam membentuk keamanan di dalam rumah tersebut. mikrokontroler telah menjadi bagian terpenting dalam melakukan pengolahan serta pemrosesan data pada sebuah sistem kerja. contoh pengembangan dari mikrokontroler yaitu Arduino Uno merupakan sebuah perangkat yang memiliki board dengan jumlah 14 digital berupa masukan dan keluaran pin. dimana 6 pin nya dapat dipakai sebagai output PWM dan 6 inputnya dapat digunakan sebagai analog. RFID merupakan teknologi yang menggunakan wireless dan mempunyai sebuah chip, chip tersebut mempunyai nomer ID, nomer ID tersebut dapat mengambil data dan menyimpan data dari jarak tertentu. RFID mempunyai sensor yang memiliki 2 keutamaan yaitu yang pertama sensor rfid ini sebagai penerima dan yang kedua sensor rfid ini sebagai pemancar. bagaimana home automation dapat di implementasikan dengan arduino dan memberikan feedback system kepada pengguna. pengujian yang dilakukan dengan cara menggunakan sensor ultra sonic, dengan sensor ultra sonic tersebut feedback system dapat bekerja dengan sempurna. hasil yang diperoleh dari pengujian ini adalah penggunaan sensor ultra sonic dapat bekerja dengan baik dalam memberikan feedback system kepada pengguna.",hardware programming
PROTOTYPE MONITORING DAN PENGONTROLAN SISTEM HOME AUTOMATION BERBASIS ARDUINO DAN LABVIEW,"Saat ini peralatan perangkat-perangkat listrik masih dikendalikan secara manual. Smart home adalah sebuah perangkat yang memiliki sistem otomatisasi yang memungkinkan untuk memonitor dan mengendalikan perangkat listrik dari jarak jauh. Pada tugas akhir ini dirancang sebuah alat monitoring dan pengontrolan perangkat-perangkat listrik untuk kemudahan dan keamanan bagi pengguna. Hasil uji alat ini adalah menampilkan data sensor DHT11 dengan pembanding Thermo-Hygrometer didapat error suhu sebesar 2.739% dan kelembaban sebesar 1.997%. Pembacaan Sensor MQ-2 saat terjadi kebocoran nilai output yang terbaca sebesar > 250 dengan tegangan output sebesar ≈1.2 volt. Sensor Infrared diuji dengan menggerakan tangan disekitar sensor, pada jarak 2-8 cm LED Infrared menyala menandakan sensor mendeteksi gerakan, sedangkan jarak 10 cm LED sensor tidak menyala menandakan pergerakan sensor tidak terdeteksi oleh sensor IR. Sensor dan actuator seperti doorlock, kipas dan lampu dapat ditampilkan pada interface LabVIEW untuk selanjutnya ditampilankan pada data logger dengan format.txt yang mengindikasikan bahwa alat bekerja dengan baik.",hardware programming
Data Mining : Klasifikasi Menggunakan Algoritma C4.5,"Data mining merupakan bagian dari tahapan proses Knowledge Discovery in Database (KDD). Dengan data mining, kita dapat melakukan pengklasifikasian, memprediksi, memperkirakan dan mendapatkan informasi lain yang bermanfaat dari kumpulan data dalam jumlah yang besar. Klasifikasi dalam data mining dapat dilakukan dengan menggunakan algoritma C4.5. Dengan algoritma C4.5, akan didapatkan sebuah pohon keputusan yang mudah dipahami dan mudah dimengerti.",data mining
PENERAPAN DATA MINING MENGGUNKAN ALGORITMA K-MEANS CLUSTRING PADA PENERIMAAN MAHASISWA BARU,"Proses penerimaan mahasiswa baru Universitas Islam Indragiri  menghasilkan data mahasiswa yang sangat  berlimpah  berupa  data  profil  mahasiswa  dan  data   lainnya.  Hal  tersebut terjadi  secara  berulang  dan  menimbulkan  penumpukan  terhadap  data  mahasiswa baru,  sehingga mempengaruhi pencarian informasi terhadap data tersebut. Penelitian ini bertujuan untuk  melakukan pengelompokan terhadap data penerimaan  mahasiswa baru di  Universitas Islam Indragiri  dengan memanfaatkan proses data  mining  dengan  menggunakan  teknik  Clustering.  Algoritma  yang  digunakan  untuk  pembentukan  cluster  adalah  algoritma K-Means.  K-Means  merupakan  salah  satu  metode  data  non-hierarchical  clustering  yang    dapat mengelompokkan  data  mahasiswa  ke  dalam  beberapa  cluster  berdasarkan  kemiripan  dari  data tersebut, sehingga data mahasiswa yang memiliki karakteristik yang sama dikelompokkan dalam satu cluster    dan  yang  memiliki  karakteristik  yang  berbeda  dikelompokkan  dalam  cluster  yang  lain. Implementasi  menggunakan  RapidMiner  5.3  digunakan  untuk  membantu  menemukan  nilai  yang akurat.  Atribut  yang  digunakan  adalah  asal sekolah,  program  studi  dan  nilai  UAN.  Cluster mahasiswa yang terbentuk adalah tiga  cluster, dengan cluster pertama 195 items,  cluster kedua 271 items  dan  cluster  ketiga  sejumlah  50 items.  Hasil  dari  penelitian  ini  digunakan sebagai  salah  satu  dasar  pengambilan  keputusan  untuk  menentukan  strategi mempromosikan masing-masing program studi yang ada di universitas islam indragiri. berdasarkan hasil cluster algoritma k-means dapat dilihat jurusan/program studi yang di minati di masing-masing sekolah.",data mining
ANALISIS DATA MINING UNTUK CLUSTERING KASUS COVID-19 DI PROVINSI LAMPUNG DENGAN ALGORITMA K-MEANS,"Coronavirus Diseases 2019 atau yang lebih dikenal dengan sebutan Covid19 adalah kasus pneumonia yang tidak diketahui penyebabnya yang ditemukan pertama kali pada akhir bulan Desember 2019 di Kota Wuhan, China. Ketika menyerang manusia, virus ini menyebabkan infeksi saluran pernafasan seperti flu. Tujuan dari penelitian ini adalah untuk menganalisis data kasus Covid-19 agar dapat mengetahui pengelompokkan pada masalah kasus Covid-19 di Provinsi Lampung. Pengelompokkan data kasus Covid-19 di Provinsi Lampung dilakukan menggunakan metode Clustering dengan algoritma K-Means dengan atribut Kabupaten/Kota, Suspek, Probable, Konfirmasi Positif, Selesai Isolasi, dan Kematian yang digunakan dalam proses perhitungan dan membagi data ke dalam 4 cluster yang dikategorikan sebagai Zona Merah, Zona Orange, Zona Kuning dan Zona Hijau. Serta validasi menggunakan Davies-Bouldin Index (DBI). Hasil validasi DBI menggunakan perhitungan secara manual dan menggunakan bantuan tools RapidMiner memiliki perbedaan, pada kasus ini perhitungan manual memiliki hasil yang lebih baik dibandingkan dengan menggunakan tools RapidMiner, tetapi hasil dari kedua perhitungan sama-sama mendekati 0 yang berarti klaster yang dievaluasi menghasilkan klaster yang baik.",data mining
PENERAPAN METODE DATA MINING MARKET BASKET ANALYSIS TERHADAP DATA PENJUALAN PRODUK BUKU DENGAN MENGGUNAKAN ALGORITMA APRIORI DAN FREQUENT PATTERN GROWTH (FP-GROWTH) : STUDI KASUS PERCETAKAN PT. GRAMEDIA,"Data mining merupakan proses analisa data untuk menemukan suatu pola dari kumpulan data tersebut. Data mining mampu menganalisa data yang besar menjadi informasi berupa pola yang mempunyai arti bagi pendukung keputusan. Salah satu teknik data mining yang dapat digunakan adalah association data mining atau yang biasa disebut dengan istilah market basket analysis. Market basket didefinisikan sebagai suatu itemset yang dibeli secara bersamaan oleh pelanggan dalam suatu transaksi. Market basket analysis adalah suatu alat yang ampuh untuk pelaksanaan strategi cross-selling. Metode ini dimulai dengan mencari sejumlah frequent itemset dan dilanjutkan dengan pembentukan aturan-aturan asosiasi (association rules). Algoritma Apriori dan frequent pattern growth (FP-growth) adalah dua algoritma yang sangat populer untuk menemukan sejumlah frequent itemset dari data-data transaksi yang tersimpan dalam basis data. Dalam penelitian ini algoritma Apriori dan frequent pattern growth (FP-growth) digunakan untuk membantu menemukan sejumlah aturan asosiasi dari basis data transaksi penjualan produk buku di Percetakan PT. Gramedia, sehingga untuk selanjutnya dapat digunakan sebagai pertimbangan dalam membuat strategi pemasaran dan penjualan yang efektif.",data mining
Implementasi Data Mining Pada Penjualan Kacamata Menggunakan Algoritma Apriori,"Optik Nasional merupakan salahsatu optik yang ada di Tasikmalaya, Pada kegiatanya Optik Nasional ini melakukan proses jual beli Kacamata dengan berbagai merk, Banyak nya Transaksi Penjualan sehari-hari maka data penjualan pun semakin lama akan bertambah semakin banyak. Jika dibiarkan saja, maka data-data transaksi penjualan tersebut hanya menjadi sampah yang tidak berarti. Dengan adanya dukungan perkembangan teknologi, semakin berkembang pula kemampuan dalam mengumpulkan dan mengolah data. Pemanfaatan informasi dan pengetahuan yang terkandung di dalam banyaknya data tersebut, pada saat ini disebut dengan data mining. Data-data transaksi tersebut tidak hanya berfungsi sebagai arsip bagi perusahaan, data tersebut dapat dimanfaatkan dan diolah menjadi informasi yang berguna untuk peningkatan penjualan dan promosi produk. Untuk mendapatkan informasi tentang hasil produk yang paling banyak di jual dan diminati di perusaahn optik nasional dari suatu database transaksi, penulis menggunakan algoritma Apriori, sehingga nanti hasilnya dapat digunakan untuk pengembangan peningkatkan penjualan dan pemasaran produk kacamata.",data mining
Implementasi Apache Spark pada Big Data Berbasis Hadoop Distributed File System,"Big data merupakan kumpulan data dalam skala besar, yang mempunyai karakteristik data yang variatif, sangat cepat pertumbuhannya dan kompleks datanya. Data yang kompleks merupakan data yang tidak terstruktur yang perlu diolah khusus dengan suatu infrastruktur yang dapat mengelola data dalam volume besar. Pada tugas akhir ini digunakan metode MapReduce untuk memudahkan komputasi yang akan dilakukan pada suatu big data. MapReduce merupakan suatu model pemrograman untuk menulis aplikasi yang dapat memproses suatu big data secara paralel pada beberapa node. MapReduce memberikan kemampuan analitis untuk menganalisis volume besar data yang kompleks. Platform yang digunakan adalah Hadoop, Hadoop mempunyai algoritma MapReduce sendiri. Tugas akhir ini akan menganalisis performa dari Hadoop MapReduce dan membandingkannya dengan Apache Spark yaitu platform yang dibuat untuk memproses suatu big data yang dikembangkan berdasarkan Hadoop MapReduce dengan peningkatan performa pemrosesan. Skenario yang digunakan adalah memproses wordcount suatu data dengan besar data yang berbeda yang bertujuan untuk menganalisis response time dan penggunaan hardware dari kedua platform tersebut.",data mining
Deteksi Intrusi Jaringan dengan K-Means Clustering pada Akses Log dengan Teknik Pengolahan Big Data,"Keamanan jaringan, adalah salah satu aspek penting dalam terciptanya proses komunikasi data yang baik dan aman. Namun, masih adanya serangan yang efektif membuktikan bahwa sistem keamanan yang berlaku belum cukup efektif untuk mencegah dan mendeteksi serangan. Salah satu metode yang dapat digunakan untuk mendeteksi serangan ini adalah dengan dengan Intrusion Detection System (IDS). Besarnya data (volume), cepatnya perubahan data (velocity), serta variasi data (variety) merupakan ciri-ciri dari Big data. Akses log, secara teori termasuk dalam kategori ini sehingga dapat dilakukan pemrosesan menggunakan teknologi bigdata dengan Hadoop. Hal ini mendorong penulis untuk dapat menerapkan metode pengolahan baru yang dapat mengatasi perkembangan data tersebut, yaitu Big data. Penelitian ini dilakukan dengan menganalisis akses log dengan K-Means Clustering menggunakan metode pengolahan bigdata. Penelitian menghasilkan satu model yang dapat digunakan untuk mendeteksi sebuah serangan dengan probabilitas deteksi sebesar 99.68%. Serta dari hasil perbandingan kedua metode pengolahan bigdata menggunakan pyspark dan metode tradisional menggunakan python standar, metode bigdata memiliki perbedaan yang signifikan dalam waktu yang dibutuhkan dalam eksekusi program. IDS, big data, akses log, k-means, clustering",data mining
Smart Manufacturing Management System Memanfaatkan Big Data Dan Algoritma Machine Learning Untuk Produksi UMKM,"Di era smart manufacturing menuntut perusahaan menerapkan teknologi big data dan artificial intelligence (kecerdasan buatan) untuk diterapkan di sistem manufaktur. Seiring berjalannya proses manufaktur maka data yang dihasilkan akan semakin besar maka diperluhkan analisis data agar data dapat dibaca sebagai statistik. Machine learning sebagai bagian dari artificial intelligence sangat diperluhkan untuk memberikan analisis, rekomendasi dan prediksi. Penerapan teknologi ini tidak hanya dibutuhkan untuk perusahaan besar namun juga perlu diterapkan di sektor UMKM termasuk di UMKM yang bergerak dibidang industri manufaktur. Penelitian ini menggunakan metode pengumpulan data sekunder. Tujuan dalam penelitian ini adalah merancang smart manufacturing management system menerapkan big data dengan platform mongoDB dan Machine Learning dengan pemrograman python. Library yang diperluhkan numpy, pandas, scikit-learn dan matplotlib. Algoritma yang digunakan algoritma Support Vector Machine (SVM). Deployment menggunakan framework Django.",data mining
PEMANFAATAN BIG DATA DALAM MEMPREDIKSI HARGA SAHAM DI ERA NEW NORMAL,"Pemberlakukan Pembatasan Sosial Berskala Besar untuk mencegah penyebaran virus COVID-19 di Indonesia menimbulkan konsekuensi perlambatan perekonomian. Ekonomi Indonesia pada kuartal II 2020 mengalami kontraksi ekonomi sebesar minus 5,32 persen dibandingkan kuartal II tahun sebelumnya. Kontraksi ini menjadi yang pertama sejak 1999 silam jika dilihat secara tahunan atau year on year. Peran investasi diperlukan sebagai salah satu upaya untuk menopang perekonomian terutama dalam masa New Normal. Namun, kinerja Indeks Harga Saham Gabungan (IHSG) mengalami tren penurunan akibat sentimen negatif dari pandemi yang melanda dunia. Tujuan dari penelitian ini adalah melakukan peramalan terhadap harga saham harian per sektor menggunakan metode Fuzy Time Series dengan bahasa pemrograman phyton agar para investor dapat memprediksi kenaikan atau penurunan harga saham di masa new normal. Hasilnya menunjukkan sektor saham yang perkembangannya pesat setelah sempat mengalami penurunan drastis di masa awal pandemi yaitu sektor saham perusahaan pertanian, sektor saham perusahaan industry dasar dan kimia, dan sektor saham perusahaan perdagangan, jasa, dan investasi.",data mining
ANALISIS KINERJA FRAMEWORK BIG DATA PADA CLUSTER TERVIRTUALISASI: HADOOP MAPREDUCE DAN APACHE SPARK,"Big Data saat ini menjadi topik hangat bagi instansi dan peneliti di seluruh dunia berkat munculnya teknologi, peralatan, dan saran komunikasi yang baru. Jumlah data yang diproduksi kini makin meningkat setiap tahun, bahkan setiap harinya. Sehingga, algoritma dan teknologi tradisional kini tidak efisien dalam memproses, menganalisis, dan menyimpan data dalam jumlah yang sangat besar ini. Meningkatnya penggunaan analisis big data membuat teknologi yang lebih efisien sangat dibutuhkan untuk menyimpan dan mengolah data dalam ukuran sangat besar. Hadoop MapReduce dan Apache Spark adalah dua framework komputasi populer yang bersifat opensource untuk melakukan pemrosesan dan analisis data yang sangat besar. Kedua framework direkomendasikan untuk berjalan pada server fisik, tetapi dalam membangun cluster dengan server fisik membutuhkan biaya yang tidak sedikit. Cluster fisik membutuhkan energi yang tinggi dan kaku dalam pengelolaannya. Maka, teknologi virtualisasi menjadi solusi dalam membangun cluster yang fleksibel dan rendah biaya. Dalam penelitian ini, akan dibuat cluster Hadoop MapReduce dan Apache Spark yang tervirtualisasi memanfaatkan hypervisor Proxmox Virtual Environment lalu akan dilakukan analisis pada kinerja komputasi dan kinerja I/O cluster dari kedua framework. Hasil penelitian menunjukkan pada pengujian kinerja komputasi menunjukkan Apache Spark lebih cepat 3-5 kali lipat pada single node cluster tervirtualisasi dan lebih cepat 1-4 kali lipat pada multi node cluster tervirtualisasi dibandingkan dengan kinerja komputasi Hadoop MapReduce. Serta pada pengujian kinerja I/O cluster, throughput yang diberikan lebih besar ketika digunakan bersama dengan Apache Spark.",data mining
Analisis Kecenderungan Informasi Terkait Covid-10 Berdasarkan Big Data Sosial Media dengan Menggunakan Metode Data Mining,"Wabah virus CORONA (COVID-19) mulai menginfeksi hampir ke seluruh negara di awal tahun 2020 tak terkecuali di Indonesia. Pemerintah selaku pihak yang berkepentingan mengeluarkan beberapa kebijakan terkait penanganan virus ini. Kebijakan tersebut mendapat berbagai tanggapan dari masyarakat terutama di media sosial. Jumlah tanggapan yang banyak dan beragam akan menjadi sebuah big data. Big data tersebut dapat menghasilkan informasi yang berharga jika diolah secara baik dan benar. Salah satu informasi yang dapat dihasilkan adalah analisis sentimen. Data mining merupakan salah satu metode yang digunakan untuk menggali informasi penting dari sebuah tumpukan data yang berjumlah besar. Pada penelitian ini digunakan 1400 tweet. Kata kunci (keyword) yang digunakan terkait kebijakan pemerintah yaitu Social Distancing, Isolasi Mandiri, Karantina Wilayah, WFH, PSBB, Lockdown, dan Rapid Test. Dari hasil penellitian yang dilakukan, sentimen masayrakat di media sosial terhadap kebijakan pemerintah dalam menanggulangi wabah virus ini cenderung positif",data mining
RANCANG BANGUN BIG DATA MENGGUNAKAN APACHE HADOOP STUDY CASE DATA ALUMNI SMK TELKOM JAKARTA,"Masalah pada riset ini adalah bagaimana mengelola data alumni smk telkom jakarta yang memiliki jumlah alumni lebih dari 1000 siswa dengan adanya data sebanyak ini maka dibutuhkan juga software atau aplikasi untuk mengelola data besar yang sewaktu waktu akan terus bertambah, tujuan dari riset ini adalah memberikan solusi dalam mengelola data besar yang akan terus bertambah",data mining
Penerapan Data Mining Untuk Menggali Informasi Tersembunyi Dalam Big Data Nilai Mata Kuliah,"Jarang sekali perguruan tinggi melihat kompetensi lulusannya sebelum dilepas ke dunia nyata. Salah satu variabel yang bisa digunakan adalah nilai matakuliah yang telah diperoleh mahasiswa atau calon lulusan. Kemudian memetakan nilai matakuliah yang telah diperoleh tiap mahasiswa atau calon lulusan pada aspek kompetensi dasar lulusan Strata satu Informatika yang disusun oleh asosiasi perguruan tinggi komputer (APTIKOM) dengan menggunakan teknik data mining. Pemetaan dilakukan berdasarkan nilai matakuliah yang telah ditempuh oleh mahasiswa atau calon lulusan, dalam hal ini objek penelitian adalah mahasiswa angkatan 2012 s/d 2015 yang telah mencapai 120 sks. Daftar aspek kompetensi dasar yang digunakan adalah aspek kompetensi yang disusun oleh APTIKOM berdasarkan ACM/IEEE 2013. Kemudian dilakukan penentuan kelompok matakuliah pada tiap kompetensi tersebut. Topik-topik yang dikaji antara lain meliputi : database, data mining, association rule, apriori dan beberapa algoritma lain yang mungkin dapat digunakan, serta perangkat lunak yang digunakan untuk proses mining. Pengolahan data yang telah disiapkan menggunakan beberapa perangkat lunak bantu seperti Excel, dan Tanagra. Mining data yang telah dilakukan menghasilkan informasi mengenai kompetensi dari calon lulusan yang dapat digunakan sebagai bahan analisa untuk pengambilan keputusan.",data mining
IMPLEMENTASI BIG DATA MENGGUNAKAN METODE WATERFALL DAN METODE OLINE ANALITICAL PROCESSING (OLAP) UNTUK SUMMARY REPORT MANAGEMENT PADA PT.MATAHARI DEPARTEMEN STORE,"Teknologi Big data saat ini sangat di minati oleh banyak kalangan karena mampu memecahkan beberapa solusi untuk mengambil keputusan,karena big data mampu mengola data dengan sangat cepat dengan volume yang sangat besar,saat ini aplikasi belum mampu menyediakan informasi yang kurang informatif untuk level management untuk bahan analisa dan pengambilan keputusan ,Penulis ingin mengembangkan system aplikasi untuk mempermudah melakukan dan mengolah data dengan sangat cepat,big data merupakan solusi untuk mengolah data dengan jumlah sangat besar,variatif,dan struktur sehingga dapat di baca dengan mudah oleh management tingkat atas.",data mining
Implementasi Metode Mapreduce Pada Big Data Berbasis Hadoop Distributed File System,"Teknologi Big data merupakan kumpulan data dalam skala besar, yang mempunyai karakteristik data yang variatif, sangat cepat pertumbuhannya dan kompleks datanya. Data yang kompleks merupakan data yang tidak terstruktur yang perlu diolah khusus dengan suatu infrastruktur yang dapat mengelola data dalam volume besar berjalan secara realtime. Untuk itu diperlukan suatu metode yaitu Mapreduce, guna memudahkan komputasi yang akan dilakukan pada big data. Mapreduce digunakan untuk melakukan komputasi kumpulan data yang terdapat pada Hadoop Distributed File System (HDFS). Metode Mapreduce dapat ditransformasi dengan berbagai bentuk. Dengan Apache Flink metode Mapreduce dapat dikaji kembali pada arsitektur yang berbeda. Pada tugas akhir ini pengelolaan data berupa data yang tidak terstruktur dalam bentuk teks. Merancang Aplikasi HDFS pada sistem operasi linux dan mengimplementasikan metode Mapreduce. Program mapreduce yaitu berupa program penghitung jumlah kata menggunakan fungsi yang terdapat pada Apache Flink. Pada penelitian ini, Flink Mapreduce dapat melakukan komputasi lebih cepat sekitar 37,18% dari Hadoop Mapreduce.",data mining
Studi Perbandingan Performansi Antara MongoDB dan MySQL Dalam Lingkungan Big Data,"Tiada hari tanpa, penggunaan data yang terus berkembangan dikuti dengan kemajuan teknologi dibidang dalam teknologi informasi, sehingga kebutuhan untuk pengolahan data sangat diperlukan, proses pertambahan data yang terus meningkat bersumber dari berbagai macam transaksi seperti data posting blog, data percakapan dijaringan selular, sms, chat dan banyak sumber data lain yang setiap saat terus bertambah, sehingga terkenal dengan nama Big Data. Dalam pengolahan big data ini diketahui adanya database NoSQL, sedangkan database yanbg selama ini banyak dipakai adalah MySQL. Untuk mengetahui performansi response time masing-masing database maka diperlukan sebuah penelitian untuk mendapatkan hasil performansi tersebut. Penelitian ini menggunakan database dengan jumlah record yang besar yaitu sebanyak 226.232 record. Untuk keluarga NoSQL penulis menggunakan MongoDB dan untuk keluarga SQL penulis menggunakan MySQL, pengujian dilakukan pada lingkungan yang seimbang, pada hardware dan software yang memiliki spesifikasi yang sama.  Hasil akhir penelitian menunjukkan bahwa MongoDB menunjukan performansi yang baik dibandingkan MySQL.",data mining
Penerapan Cosine Similarity dan K-Nearest Neighbor (K-NN) pada Klasifikasi dan Pencarian Buku,"Penelitian ini bertujuan untuk membuat sebuah aplikasi Penerapan Cosine Similarity dan K-Nearest Neighbor (KNN) pada Klasifikasi dan Pencarian Buku. Dalam pencarian buku, user masih kesulitan dalam mencari buku referensi yang diinginkan. Metode Cosine Similarity adalah mengukur kemiripan antara dua dokumen atau teks. Pada Cosine Similarity dokumen atau teks dianggap sebagai vector. Pada penelitian ini, Cosine Similarity digunakan untuk menghitung jumlah kata istilah yang muncul pada halaman-halaman yang diacu pada daftar indeks. Semakin banyak jumlah kata istilah yang muncul pada suatu halaman semakin tinggi nilai Cosine Similarity yang diperoleh. Metode K-Nearest Neighbor (KNN) adalah suatu metode yang menggunakan algoritma supervised dimana hasil dari contoh query yang baru diklasifikan berdasarkan mayoritas dari kategori pada KNN. Tujuan dari algoritma ini adalah mengklasifikasikan obyek baru berdasarkan atribut dan training sample.Pada sistem ini menggunakan 100 data buku beserta sinopsis buku, yang masing-masing buku telah dibagi menurut klasifikasi buku dan diberikan bobot Hasil klasifikasi dan pencarian buku dipengaruhi oleh query yang dimasukkan. Hasil klasifikasi dan pencarian buku membutuhkan waktu yang lama karena adanya proses preprocessing. Nilai akurasi pada pencarian dengan Cosine Similarity menghasilkan nilai rata-rata untuk precision 0.75 %, recall 0.6 % dan f-measure 0.66 % dengan menggunakan 3 sinopsis buku untuk menghitung nilai precision, recall dan fmeasure. Untuk klasifikasi dengan K-Nearest Neighbor menghasilkan nilai rata-rata 70 % dengan menggunakan 10 data pembanding.",data mining
