judul-jurnal,abstrak-jurnal,kategori
PENGEMBANGAN MEDIA PEMBELAJARAN FISIKA BERBASIS MULTIMEDIA INTERAKTIF TERINTEGRASI DENGAN LKS POKOK BAHASAN HUKUM NEWTON TENTANG GERAK KELAS X SMA/MA," Penelitian ini
bertujuan untuk: (1) mengembangkan media pembelajaran fisika berbasis
multimedia interaktif dengan menggunakan software adobe flash dan XML pada
pokok bahasan Hukum Newton tentang gerak; (2) mengetahui kelayakan media
pembelajaran fisika berbasis multimedia interaktif menggunakan software adobe
flash dan XML pada pokok bahasan Hukum Newton tentang gerak yang dikembangkan;
(3) mengetahui pencapaian hasil belajar siswa setelah mengikuti proses
pembelajaran menggunakan media pembelajaran fisika berbasis multimedia
interaktif terintegrasi dengan lembar kerja siswa hasil pengembangan.
Penelitian ini merupakan penelitian dan pengembangan (R&D) yang mengacu
pada model yang dikemukakan oleh Sugiyono. Kelayakan media divalidasi oleh ahli
materi, ahli media dan praktisi. Subjek Ujicoba penelitian ini adalah siswa
kelas X SMA N 3 Sukoharjo tahun akademik 2013/2014 sebanyak 43 siswa dengan
rincian 10 siswa sebagai subjek ujicoba produk dan 33 siswa sebagai subjek
ujicoba pemakaian. Berdasarkan hasil analisis data disimpulkan: (1) media
pembelajaran fisika berbasis multimedia interaktif terintegrasi dengan lembar
kerja siswa berhasil dikembangkan dengan menggunakan Software Adobe Flash dan
XML dengan hasil produk dikemas dalam keping CD yang didalamnya berisi software
utama media dan beberapa file pendukung dari media tersebut. Media disajikan
dengan dua pembagian materi yaitu materi pembelajaran dan materi penjelasan
yang diproteksi serta berisi bank soal yang dapat diupdate. Media pembelajaran
dikembangkan dengan mengacu pada langkah yang diberikan oleh Sugiyono dan telah
tervalidasi; (2) media pembelajaran fisika berbasis multimedia interaktif
terintegrasi dengan lembar kerja siswa yang dikembangkan layak digunakan dengan
kategori baik; (3) pencapaian hasil belajar peserta didik setelah mengikuti proses
pembelajaran menggunakan media pembelajaran fisika berbasis multimedia
interaktif terintegrasi dengan lembar kerja siswa mengalami peningkatan pada
aspek pengetahuan.",multimedia
PENINGKATAN HASIL BELAJAR SISWA KELAS X JURUSAN MULTIMEDIA PADA MATERI POKOK PROTOKOL JARINGAN UNTUK SISWA MELALUI PENGEMBANGAN DAN PENGGUNAAN MULTIMEDIA PEMBELAJARAN INTERAKTIF BERBASIS FLASH," Materi pokok
protokol jaringan merupakan salah satu materi pokok yang ada pada mata
pelajaran Jaringan Dasar untuk siswa kelas X Jurusan Multimedia SMK Negeri 2
Blitar. Informasi yang diperoleh dari kepala jurusan program keahlian
menyatakan bahwa saat ini hasil capaian belajar siswa masih berada di bawah
target yang diberikan dari sekolah. Salah satu faktor utama yang diduga menyebabkan
kurang tercapainya sasaran pembelajaran di kelas X jurusan Multimedia di SMK
Negeri 2 Blitar adalah ketersediaan alat dan keterbatasan kemampuan akses
sumber belajar siswa. Pernyataan tersebut didukung dari data analisis hasil
evaluasi belajar siswa yang didapatkan dari salah satu nilai evaluasi pada mata
pelajaran Jaringan Dasar. Berdasarkan latar belakang tersebut dilakukan
pengembangan multimedia pembelajaran interaktif berbasis Flash pada materi
pokok protokol jaringan untuk siswa kelas X jurusan Multimedia di SMK Negeri 2
Blitar dalam rangka meningkatkan hasil belajar siswa.Multimedia pembelajaran
interaktif dikem-bangkan dengan menggunakan metode pengembangan ADDIE.
Pengumpulan data dilakukan dengan menggunakan angket dan test. Angket digunakan
untuk data validasi oleh ahli media, ahli materi, dan peserta didik. Test
digunakan pada proses pre test dan post test untuk melihat hasil belajar
siswa.Berdasarkan hasil penelitian dan analisis data hasil pengembangan dan
implementasi didapatkan peningkatanketuntasan belajarsiswa, yang awalnya di
bawah 85%, setelah penggunaan multimedia menjadi 97,5%. Berdasarkan hasil
penilaian dan hasil ketuntasan belajar tersebut, maka dapat disimpulkan bahwa
multimedia pembelajaran interaktif yang dikembangkan valid dan layak digunakan
dalam proses pembelajaran di SMK Negeri 2 Blitar.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN MATEMATIKA BERBASIS ANDROID UNTUK SISWA KELAS 3 SEKOLAH DASAR,": Pengembangan  multimedia 
pembelajaran  matematika  untuk 
siswa  kelas  3 
Sekolah  Dasar  dilatarbelakangi oleh  belum 
tercapainya  ketuntasan  minimal 
oleh  sebagian  besar 
siswa,  selain  itu 
belum  adanya  media 
belajar mandiri yang dapat membantu siswa belajar. Tujuan dari
penelitian ini yaitu: (1) mendapatkan hasil pengembangan multimedia  pembelajaran 
matematika  untuk  siswa 
kelas  3  Sekolah 
Dasar,  (2)  mengetahui 
tingkat  kelayakan multimedia
pembelajaran, dan (3) mengetahui hasil belajar siswa setelah menggunakan
multimedia pembelajaran. Penelitian ini dilakukan terhadap siswa kelas 3 SD N 1
Kepurun. Penelitian ini menggunakan pendekatan penelitian dan  pengembangan 
(R&D)  dengan  mengadaptasi 
model  pengembangan  Alessi 
dan  Trolip  yaitu 
(1)  perencanaan, meliputi:    analisis 
masalah  dan  analisis 
kebutuhan,  (2)  Desain, 
meliputi:  pembuatan  flowchart, 
storyboard,  dan desain  antarmuka, 
(3)  tahap  pengembangan 
media,  meliputi  pengumpulan 
materi,  pembuatan  produk, 
penulisan kode,  pengujian  alpha, 
revisi,  pengujian  beta, 
dan  uji  coba 
lapangan.  Alat  pengumpul 
data  yag  digunakan 
adalah angket,  data  yang 
diperoleh  kemudian  dianalisis 
dengan  teknik  deskriptif 
kuantitatif.  Hasil  penelitian 
diketahui bahwa:  (1)  hasil 
pengembangan  multimedia  pembelajaran 
matematika  berupa  aplikasi 
android  dengan  format *.apk, (2) secara umum multimedia
pembelajaran yang dikembangkan sangat layak digunakan sebagai pendukung pembelajaran  dengan 
persentase  kelayakan  sebesar 
83,34%  dari  ahli 
media,  70,5%  dari 
ahli  materi,  serta 
92,9% dari pengguna, dan (3) ketuntasan hasil belajar siswa setelah
menggunakan  multimedia pembelajaran
matematika sangat  baik,  yaitu 
sebesar  80%,  dengan   
demikian  dapat  disimpulkan 
bahwa  aplikasi  berdampak 
positif  terhadap hasil belajar
siswa.",multimedia
PENGEMBANGAN MULTIMEDIA PRESENTASI IPA DENGAN MODEL LUTHER KELAS IV SEMESTER GENAP DI SD NEGERI 1 KALIUNTU," Penelitian ini
bertujuan untuk (1) mendeskripsikan rancang bangun multimedia presentasi mata
pelajaran IPA, (2) mengetahui kualitas multimedia presentasi menurut review
ahli, dan uji coba yang dilakukan siswa, dan (3) mengetahui efektivitas
multimedia presentasi mata pelajaran IPA. Penelitian ini adalah penelitian
pengembangan. Penelitian pengembangan ini menggunakan model Luther. Validasi
multimedia dilakukan oleh ahli isi mata pelajaran, ahli desain pembelajaran,
ahli media pembelajaran, uji coba perorangan, uji coba kelompok kecil, dan uji
coba lapangan. Efektivitas multimedia dilakukan oleh 29 siswa menggunakan
desain penelitian pre-test dan post-test. Data dikumpulkan dengan metode
wawancara, pencatatan dokumen, kuesioner dan tes objektif. Analisis data
menggunakan analisis deskriptif kualitatif, kuantitatif dan statistik
inferensial/induktif uji-t. Hasil penelitian ini adalah (1) rancang bangun
pengembangan multimedia presentasi mulai dari langkah konsep, perancangan,
pengumpulan bahan, pembuatan, uji coba, dan distribusi; (2) kualitas hasil
pengembangan media menurut review ahli dan siswa yaitu: a) ahli isi
pembelajaran 94% berada pada kategori sangat baik; b) ahli desain pembelajaran
85% berada pada kategori baik; c) ahli media pembelajaran 89% berada pada
kategori baik; d) uji coba perorangan 92% berada pada kategori sangat baik; e)
uji coba kelompok kecil 92% berada pada kategori sangat baik; f) uji coba
lapangan 93% berada pada kategori sangat baik; (3) berdasarkan uji hipotesis
ditunjukkan bahwa harga thitung =14,10 > ttabel =2,003. Jadi harga t hitung
lebih besar daripada harga t tabel. Ini berarti terdapat perbedaan signifikan
pada hasil belajar siswa sebelum dan sesudah menggunakan Multimedia presentasi",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN MATA PELAJARAN BAHASA INGGRIS KELAS X SEMESTER GENAP DI SMKN 2 SUKAWATI," Penelitian ini
dilakukan dalam upaya mengembangkan multimedia pembelajaran Bahasa Inggris.
Secara operasional tujuan tersebut dirinci ke dalam tiga tahapan, yaitu
mendeskripsikan rancang bangun multimedia pembelajaran; mendeskripsikan hasil
pengembangan multimedia pembelajaran; dan mendeskripsikan efektifitas
penggunaan multimedia pembelajaran terhadap hasil belajar siswa pada mata
pelajaran bahasa inggris.",multimedia
KEEFEKTIFAN PEMBELAJARAN MULTIMEDIA MATERI DIMENSI TIGA DITINJAU DARI PRESTASI DAN MINAT BELAJAR MATEMATIKA DI SMA," Penelitian ini
bertujuan mendeskripsikan: (1) keefektifan penggunaan multimedia ditinjau dari
prestasi dan minat belajar matematika, dan (2) perbedaan prestasi dan minat
belajar matematika pada pembelajaran yang menggunakan multimedia dan yang tidak
menggunakan multimedia. Populasi penelitian adalah siswa kelas X SMA Negeri 1
Aimas sejumlah enam kelas. Kelas XA dan XF ditentukan sebagai sampel penelitian
secara random. Kelas XA pembelajaran menggunakan multimedia dan kelas XF
pembelajaran tidak menggunakan multimedia. Pengumpulan data dengan tes prestasi
belajar matematika dan angket minat siswa terhadap matematika. Hasil penelitian
sebagai berikut. Pertama, pembelajaran matematika menggunakan multimedia
efektif ditinjau dari prestasi dan minat siswa belajar matematika. Kedua,
terdapat perbedaan prestasi dan minat belajar matematika siswa yang menggunakan
multimedia dan yang tidak menggunakan multimedia. Ketiga, pembelajaran
menggunakan multimedia lebih efektif dibandingkan pembelajaran tanpa
menggunakan multimedia ditinjau dari prestasi dan minat siswa belajar matematika.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF MODEL TUTORIAL MATA PELAJARAN IPA SISWA KELAS VIII SEMESTER GENAP DI SMP NEGERI 6 SINGARAJA TAHUN PELAJARAN 2015/2016," Penelitian ini
bertujuan untuk: (1) mendeskripsikan rancang bangun pengembangan multimedia
interaktif untuk mata pelajaran IPA, (2) mengetahui kualitas hasil pengembangan
multimedia interaktif menurut review ahli, dan uji coba yang dilakukan siswa,
serta (3) mengetahui efektivitas multimedia interaktif untuk mata pelajaran
IPA. Penelitian ini adalah penelitian pengembangan menggunakan desain
penelitian pengembangan model Borg & Gall. Prosedur pengembangan produk
menurut model ini terdiri dari 10 tahapan yaitu: 1) penelitian dan pengumpulan
data awal, 2) perencanaan, 3) pembuatan produk awal, 4) uji coba awal, 5)
perbaikan produk awal, 6) uji coba lapangan, 7) perbaikan produk operasional,
8) uji coba oporasional, 9) perbaikan produk akhir, dan 10) deseminasi
nasional. Tahapan model pengembangan ini dijadikan acuan dalam memproduksi dan
memvalidasi multimedia interaktif yang dikembangkan. Validasi multimedia
interaktif dilakukan oleh satu ahli isi mata pelajaran, satu ahli desain pembelajaran,
satu ahli media pembelajaran, 3 siswa uji coba perorangan, 12 siswa uji coba
kelompok kecil, dan 30 siswa uji coba lapangan. Uji efektivitas multimedia
interaktif pada oleh 30 orang siswa uji efektivitas menggunakan desain
penelitian pre-test dan post-test. Data dikumpulkan dengan metode kuesioner dan
tes. Analisis data menggunakan analisis deskriptif kualitatif, deskritif
kuantitatif dan statistik inferensial/induktif uji-t.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN UNTUK MATA PELAJARAN IPS KELAS VII DI SMP NEGERI 3 SINGARAJA," Permasalahan yang
ditemukan di SMP Negeri 3 Singaraja adalah tujuan pembelajaran IPS belum
tercapai secara maksimal. Hasil belajar IPS yang diperoleh sebagian besar siswa
belum mencapai KKM yang ditentukan oleh sekolah, sehingga dilakukan penelitian
produk multimedia pembelajaran IPS. Penelitian ini merupakan penelitian
pengembangan yang bertujuan: (1) mendeskripsikan rancang bangun pengembangan
multimedia pembelajaran untuk mata pelajaran IPS, (2) mengetahui kualitas hasil
pengembangan multimedia pembelajaran untuk mata pelajaran IPS menurut review
para ahli dan uji coba produk, (3) mengetahui efektifitas pembelajaran dengan
menggunakan multimedia pembelajaran IPS. Desain multimedia pembelajaran
diproduksi dengan merancang flowchart dan storyboard sebagai dasar merancang
produk multimedia pembelajaran IPS. Validasi media dilakukan oleh satu ahli
bidang studi, satu ahli desain pembelajaran, satu ahli media pembelajaran, 3
siswa uji coba perorangan, 12 siswa uji coba kelompok kecil, dan 30 siswa uji
coba lapangan. Efektivitas pembelajaran dilakukan oleh 30 siswa menggunakan
desain penelitian pretest dan posttest. Data dikumpulkan dengan metode
kuesioner dan tes dengan instrumen kuesioner dan tes hasil belajar berupa tes
objektif. Analisis data menggunakan deskriptif kualitatif, kuantitatif dan
statistik inferensial/induktif uji-t. Hasil penelitian pengembangan ini adalah
(1) deskripsi rancang bangun pengembangan multimedia pembelajaran, mulai dari
langkah membuat konsep atau rancangan, mendesain produk, mengumpulkan materi
produk, perakitan produk, uji coba produk dan pemasaran; (2) kualitas hasil
pengembangan media menurut review ahli dan siswa. Hasil validasi media
dilakukan oleh: (1) ahli isi mata pelajaran 92,85%; (2) ahli desain
pembelajaran 93,84%; (3) ahli media pembelajaran 90,67% yang ketiganya ada pada
kategori sangat baik serta (4) uji coba perorangan 91,3% dengan kategori sangat
baik, uji coba kelompok kecil 89,9%, dan uji coba lapangan 87,6% yang keduanya
ada pada kategori baik. Efektivitas hasil pengembangan multimedia pembelajran
menunjukkan signifikansi yang diperoleh adalah thitung = 12,870 > ttabel =
2,000. Ini berarti terdapat perbedaan signifikan pada hasil belajar siswa
sebelum dan sesudah menggunakan multimedia pembelajaran.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN INTERAKTIF DENGAN MODEL LUTHER DALAM MATA PELAJARAN IPS PADA SISWA KELAS VIII SEMESTER GENAP TAHUN PELAJARAN 2013/2014 DI SMP NEGERI 5 NEGARA," Sampai saat ini
hasil belajar IPS pada siswa kelas VIII di SMP Negeri 5 Negara belum memuaskan.
Salah satu indikasinya adalah capaian rerata hasil belajar IPS sebesar 67 yang
masih di bawah angka nilai Kriteria Ketuntasan Minimal (KKM) nasional yang
ditetapkan sebesar 75%. Salah satu faktor yang diduga menjadi penyebab belum
memuaskan hasil belajar tersebut adalah masih relative minimnya sumber belajar
multimedia yang tersedia di sekolah tersebut. Atas dasar kondisi tersebut, maka
dilakukan penelitian pengembangan multimedia pembelajaran interaktif dengan
harapan agar hasil belajar mata pelajaran IPS lebih meningkat. Bertitik tolak
dari hal tersebut, penelitian ini bertujuan untuk (1) mendeskripsikan desain
pengembangan multimedia pembelajaran interaktif, (2) mengetahui kualitas produk
multimedia pembelajaran interaktif mata pelajaran IPS, (3) mengetahui
efektivitas penggunaan multimedia pembelajaran interaktif dalam mata pelajaran
IPS pada siswa kelas VIII semester genap tahun pelajaran 2013/2014. Penelitian
pengembangan ini menggunakan model Luther. Metode pengumpulan data yang
digunakan ialah metode pencatatan dokumen,kuesioner, dan tes. Instrumen
pengumpulan data yang digunakan adalah pencatatan dokumen, angket, dan
perangkat tes/ soal.Teknik analisis data yang digunakan adalah analisis
deskriptif kualitatif, deskriptif kuantitatif dan statistik inferensial
(uji-t). Hasil penelitian menemukan bahwa (1) desain pengembangan multimedia
interaktif yang menghasilkan flowchart dan storyboard; (2) kualitas validitas
multimedia pemebalajaran interaktif menurut review ahli isi mata pelajaran
adalah 98%,review ahli desain pembelajaranadalah 88%, review ahli media
pembelajaran adalah 81,25%, uji coba perorangan adalah 82%, uji coba kelompok
kecil adalah 88,5%, dan uji coba lapangan adalah 99%, sehingga secara umum
multimedia pembelajaran interaktif yang dihasilkan dalam penelitian ini
dikategorikan baik atau valid; (3) hipotesis penelitian menunjukkan bahwa Ho
ditolak dan H1 diterima. Oleh karena itu, multimedia interaktif yang dihasilkan
dalam penelitian dinyatakan efektif meningkatkan hasil belajar IPS di SMP
Negeri 5 Negara dengan perolehan thitung=16,05>ttabel = 1,993. Berdasarkan
hasil penelitian ini, maka dapat disimpulkan bahwa multimedia pembelajaran
interaktif yang dikembangkan dinyatakan valid dan efektif dalam pembelajaran
mata pelajaran IPS untuk siswa kelas VIII semester genap di SMP Negeri 5
Negara, Jembrana Bali.",multimedia
PENGEMBANGAN MODUL MATA PELAJARAN PRODUKTIF MULTIMEDIA PAKET KEAHLIAN MULTIMEDIA KELAS X SMK MUHAMMADIYAH WONOSARI,": Penelitian bertujuan
untuk: (1) mengembangkan Modul Mata Pelajaran Produktif Multimedia Paket
Keahlian Multimedia Kelas X SMK Muhammadiyah Wonosari, (2) mengetahui kelayakan
Modul Mata Pelajaran Produktif Multimedia Paket Keahlian Multimedia Kelas X SMK
Muhammadiyah Wonosari. Penelitian ini merupakan penelitian pengembangan
(R&D) yang menggunakan model Sugiyono. Tahap-tahap penelitian pengembangan
yang dilakukan antara lain, potensi dan masalah, pengumpulan data, desain
produk, validasi desain, revisi desain, uji coba produk, revisi produk, uji
coba pemakaian, revisi produk, dan produksi masal. Modul pembelajaran
divalidasi oleh dua ahli materi dan dua ahli media selanjutnya diujicobakan
pada enam peserta didik dan kemudian diujicobakan lagi pada tiga puluh peserta
didik kelas X Jurusan Multimedia SMK Muhammaiyah Wonosari. Pengumpulan data
menggunakan lembar angket/kuesioner. Analisis data menggunakan analisis
deskriptif kuantitatif. Penelitian pengembangan ini menghasilkan produk berupa
Modul Mata Pelajaran Produktif Multimedia Paket Keahlian Multimedia Kelas X SMK
Muhammadiyah Wonosari dengan Standar Kompetensi Membuat Animasi Digital 2
Dimensi. Hasil analisis menunjukkan bahwa modul pembelajaran dapat dikatakan
baik dan berkualitas, serta secara keseluruhan sangat layak/sangat baik
digunakan sebagai media pembelajaran. Evaluasi ahli materi memperoleh hasil
dengan kategori “sangat layak”, evaluasi ahli media memperoleh hasil dengan
kategori “sangat layak”, uji coba produk memperoleh hasil dengan kategori
“layak”, uji coba pemakaian memperoleh hasil kategori “layak”, serta
keseluruhan dari evaluasi oleh ahli materi, ahli media, serta uji lapangan
memperoleh hasil dengan kategori “layak”.",multimedia
Pengaruh Keaktifan Siswa Dalam Kegiatan Ekstrakurikuler Multimedia Club (M2C) Terhadap Prestasi Belajar Siswa Dalam Mata Pelajaran Komposisi Foto Digital Kelas XI Multimedia SMK Negeri 2 Jakarta,": Penelitian ini
bertujuan untuk mengetahui pengaruh keaktifan siswa dalam kegiatan
ekstrakurikuler Multimedia Club terhadap prestasi belajar siswa dalam mata
pelajaran komposisi foto digital kelas XI Miltimedia SMK Negeri 2 Jakarta tahun
ajaran 2014/2015. Penelitian ini merupakan penelitian kuantitatif dengan
mengambil sampel 20 siswa kelas XI Multimedia SMK Negeri 2 Jakarta yang
mengikuti kegiatan ekstrakurikuler multimedia club. Data tentang keaktifan
siswa dalam kegiatan ekstrakurikuler Multimedia Club pada penelitian ini
diambil dengan instrumen angket tertutup, sedangkan untuk data prestasi belajar
diambil dengan menggunakan metode dokumentasi, yaitu dengan nilai rapor siswa.",multimedia
PENGEMBANGAN MULTIMEDIA INTERAKTIF DALAM MATA PELAJARAN IPA PADA SISWA KELAS V DI SDN 3 SONGAN," Masalah yang
ditemukan di SDN 3 Songan yakni masih rendahnya hasil belajar IPA siswa kelas V
dan masih kurangnya pemanfaatan media dalam pembelajaran. Penelitian ini
bertujuan untuk menghasilkan produk multimedia interaktif pada pembelajaran
IPA. Secara operasional tujuan tersebut dirinci kedalam tiga tahapan kerja yang
berkaitan, yaitu mendeskripsikan rancang bangun pembelajaran multimedia
interaktif; mendeskripsikan kualitas hasil pengembangan multimedia interaktif
pada mata pelajaran IPA untuk siswa SD; dan mendeskripsikan efektifitas
penggunaan multimedia interaktif terhadap hasil belajar siswa pada mata
pelajaran IPA untuk siswa SD. Jenis penelitian yang digunakan adalah penelitian
pengembangan, dengan menggunakan model pengembangan ADDIE. Adapun subyek
validasi yang terdiri dari uji ahli media, ahli isi, ahli desain, tiga siswa
untuk uji perorangan, dua belas siswa untuk uji kelompok kecil dan tiga puluh
orang untuk uji lapangan kemudian satu kelas digunakan untuk uji efektivitas
produk. Metode pengumpulan data yang digunakan yaitu angket dan
pretest-posttest. Data yang diperoleh tersebut dianalisis secara deskriptif
kualitatif, analisis deskriptif kuantitatif dan analisis statistik inferensial.
Hasil penelitian menunjukan bahwa (1) Multimedia interaktif yang di kembangkan
berdasarkan desain yang dirancang (2) Hasil yang di peroleh dari para uji ahli
isi yaitu 100% berada pada kualifikasi sangat baik. Hasil uji ahli desain
sebesar 90% berada pada kualifikasi sangat baik. Hasil uji ahli media sebesar
90,6% berada pada kualifikasi sangat baik. Hasil uji perorangan sebesar 91,27%
berada pada kualifikasi sangat baik. Hasil uji kelompok kecil sebesar 92,14%
berada pada kualifikasi sangat baik. Hasil uji lapangan sebesar 90,71% berada
pada kualifikasi sangat baik. (3) Hasil uji efektivitas produk terdapat
erbedaan hasil belajar siswasebelum dan sesudah menggunakan multimedia
pembelajaran interaktif, skor rata-rata pretest lebih kecil dari skor rata-rata
posttest, yaitu 18,77 berbanding 23.",multimedia
PENGEMBANGAN MULTIMEDIA PEMBELAJARAN IPS PADA SISWA KELAS VII SEMESTER II DI SMP NEGERI 1 SINGARAJA," Masalah yang
ditemukan di SMP Negeri 1 Singaraja yaitu belum adanya media pembelajaran dan
hasil belajar IPS kelas VII A5 belum tuntas. Penelitian ini bertujuan (1)
mengetahui rancangan multimedia pembelajaran, (2) mengetahui kelayakan hasil
pengembangan multimedia pembelajaran, (3) mengetahui efektivitas hasil
pengembangan multimedia pembelajaran. Jenis penelitian ini adalah pengembangan.
Model pengembangan yang digunakan adalah model 4D yaitu define/pendefinisian,
design/perancangan, develop/pengembangan, dan disseminate/penyebaran. Keempat
tahapan ini, dijadikan acuan dalam memproduksi, memvalidasi dan menguji
efektivitas. Validasi dilakukan oleh satu ahli isi, satu ahli media, satu ahli
desain, 3 siswa uji coba perorangan, 12 siswa uji coba kelompok kecil, dan 24
siswa uji coba lapangan. Uji efektivitas dilakukan oleh 30 siswa, menggunakan
desain penelitian Pre-test and Post-test Design. Data dikumpulkan dengan metode
kuesioner dan metode tes dengan instrumen kuesioner dan tes objektif. Analisis
data menggunakan analisis deskriptif kualitatif, kuantitatif dan statistik
inferensial/induktif. Hasil penelitian ini yaitu: (1) rancangan multimedia
pembelajaran dikembangkan pada tahap design/perancangan dari model pengembangan
4D, dalam bentuk flowchart dan storyboard. (2) kelayakan hasil pengembangan
multimedia pembelajaran yaitu: (a) ahli isi mata pelajaran berpredikat sangat
baik (96%), (b) ahli media pembelajaran berpredikat sangat baik (93%), (c) ahli
desain pembelajaran berpredikat sangat baik (92%), dan (d) uji coba perorangan
berpredikat baik (87%), uji coba kelompok kecil, dan uji coba lapangan
berpredikat sangat baik (91%) dan (90%). (3) efektivitas pengembangan
multimedia pembelajaran menunjukan terdapat perbedaan hasil belajar IPS sebelum
dan sesudah menggunakan multimedia pembelajaran. Hasil skor pretest 22,03 dan
hasil skor posttest 24,73.",multimedia
PENGEMBNGAN MULTIMEDIA PEMBELAJARAN BERBANTU KOMPUTER MENGGUNAKAN POWER POINT  MATERI READING COMPREHENSION DI SEKOLAH DASAR SWASTA BANDAR LAMPUNG,":  pengembangan 
multimedia  pembelajaran  berbantu 
komputer menggunakan  power  point 
materi  reading  comprehension 
di  sekolah  dasar swasta bandar lampung. Penelitian ini
bertujuan untuk: mendiskripsikan potensi dan 
kondisi  sekolah  untuk 
dikembangkannya  multimedia;  menghasilkan 
multi-media  berbantu  komputer 
menggunakan  power  point 
materi  reading  kelas 
VI, menganalisis 
efektifitas,  efesiensi  serta 
mengetahui  daya  tarik 
multimedia  yang digunakan dalam
proses pembelajaran. Penelitian pengembangan ini dilaksanakan di  SDS 
Palm  Kids  Bandar 
Lampung  menggunakan  instrumen 
penelitian:  angket, pedoman
observasi. Data dianalisis dengan deskriptif dan uji-t. Hasil penelitian ini adalah:  multimedia 
yang  dikembangkan  berfungsi 
sebagai  suplemen  pembelajar-an; produk multimedia yang
dihasilkan adalah CD pembelajaran; pembelajaran ini memiliki  efektifitas 
yang  baik  karena 
mampu  meningkatkan  prestasi 
belajara siswa  yang  terlihat 
dari  hasil  pretest 
dengan  rata-rata  nilai 
69,05  menjadi  81,35 pada 
posttest;  pembelajaran  menggunakan  produk 
multimedia  yang  dikembang-kan 
dari  sisi  waktu 
lebih  efesien  karena 
mampu  menghemat  sebanyak 
2x;  daya tarik  pembelajaran: 
75%  respondent    menyatakan 
produk  sangat  menarik, 
20,5% responden menyatakan menarik dan 4,5% responden menyatakan cukup
menarik.",multimedia
"Aplikasi Pembelajaran Interaktif Berbasis Multimedia Untuk Sekolah Dasar (Studi Kasus : SD Negeri I Bitung, Kelas VI)"," Multimedia adalah
suatu konsep teknologi untuk menyajikan informasi, yang terdiri dari gabungan
gambar, suara, animasi dan video. Perkembangan multimedia saat ini telah banyak
digunakan dalam lingkup usaha, pendidikan, maupun instansi pemerintahan. Media
pembelajaran merupakan alat bantu yang mempermudah interaksi pendidik dengan
siswa dalm proses belajar mengajar.",multimedia
EFEKTIVITAS PEMBELAJARAN MODEL SAVI BERBANTUAN MULTIMEDIA INTERAKTIF DIBANDINGKAN MODEL KONVENSIONAL UNTUK PENINGKATAN KOMPETENSI DASAR KOMPUTER JARINGAN,": Penelitian ini
bertujuan untuk mengetahui: (1)  Nilai
pretest dan posttest kelas eksperimen dengan model SAVI berbantuan multimedia
interaktif. (2) Nilai pretest dan posttest kelas kontrol dengan model
konvensional. (3) Persepsi siswa terhadap kualitas pelaksanaan model SAVI
berbantuan multimedia interaktif. (4) Skor gainkelas eksperimen dan kelas
kontrol. (5) Perbedaan kompetensi dasar merencankan kebutuhan dan spesifikasi
PC antara pembelajaran model SAVI berbantuan multimedia interaktif dibandingkan
dengan model konvensional. Penelitian ini merupakan penelitian kuasi eksperimen
desain non-equivalent control group design. Populasi penelitain ini siswa kelas
X TKJ SMK Negeri 1 Karanganyar yang berjumlah 4 kelas. Pengambilan sampel
dengan purposive sampling yang diambil sampel adalah siswa kelas X1 TKJ dan X2
TKJ sejumlah 64 siswa. Hasil penelitian diketahui bahwa: (1) Rerata nilai
pretest model SAVI berbantuan multimedia interaktif termasuk kategori kurang
dan posttest termasuk kategori tinggi. (2) Rerata nilai pretest model
konvensional termasuk kategori cukup dan posttest termasuk kategori tinggi. (3)
Persepsi siswa tentang pembelajaran model SAVI berbantuan multimedia interaktif
termasuk kategori tinggi. (4) Efektivitas dilihat dari skor gain kelas
eksperimen lebih besar dari skor gain kelas kontrol. (5) Model SAVI berbantuan
multimedia interaktif lebih baik meningkatkan kompetensi dasar dari pada model
konvensional, dilihat dari uji-t satu arah.",multimedia
PENGEMBANGAN MULTI MEDIA INTERAKTIF MATA PELAJARAN TEKNOLOGI INFORMASI DAN KOMUNIKASI MATERI MICROSOFT EXCEL DI SMA LAMPUNG TENGAH,":  Penelitian 
ini  bertujuan  untuk: 
1)  mendeskripsikan  kondisi 
penggunaan media  interaktif  di 
SMA  Lampung  Tengah 
mata  pelajaran  TIK, 
2) mengembangkan  produk  multimedia 
interaktif  mata  pelajaran 
TIK,  3) menganalisis  tingkat 
efektifitas  penggunaan  multimedia 
interaktif,  4) menganalisis  tingkat 
efisiensi  penggunaan  multimedia 
interaktif,  5)  menganalisis peningkatan  motivasi 
belajar  siswa  setelah 
menggunakan  multimedia  interaktif mata  pelajaran 
TIK,  6)  menganalisis 
daya  tarik  siswa 
terhadap  multimedia interaktif
mata pelajaran TIK materi Microsoft Excel.",multimedia
